[00000.00-00005.36] 好的,我们今天来往下看一下第四节,第四节叫做生活城市,
[04652.98-04656.58] 然后把我们所说的这个影像呈现在那个上面的
[04656.58-04659.02] 所以同时能把普通相机当中的绣化影视
[04659.02-04660.24] 标准出来
[04660.24-04663.04] 大家知道现在出马相机包括什么呢
[04663.04-04664.70] 比如说它这个设向
[04664.70-04666.44] 是马相机的设认为很手机一样
[04666.44-04668.10] 就是把原本你补着到的
[04668.10-04669.42] 外界的各种各样图向
[04669.42-04671.52] 转化成你手机当中的这些东西
[04671.52-04674.40] 那这里面其实提到就是我们所说的光
[04675.44-04677.44] 光雪转化成电的数据
[04677.44-04679.18] 但是普通照顾的话不是
[04679.18-04680.72] 普通照顾大家都知道以前的时候
[04680.72-04681.84] 说说要有交据
[04681.84-04683.52] 那个交据是这个样子的玩
[04685.06-04686.50] 然后上面是一个小动
[04686.50-04689.32] 有小动的这种案子不再发了
[04689.32-04692.14] 然后它是一个字一个字的
[04692.14-04694.30] 然后这个上面你就会发现
[04694.30-04697.44] 它就上面会有你和你朋友的颜色
[04697.44-04697.98] 对吧
[04697.98-04701.60] 然后你颜色你加六口
[04701.60-04702.10] 六口
[04702.10-04704.10] 六小口的时候的颜色
[04704.10-04706.22] 或者你放风针的时候的颜色
[04706.22-04706.98] 对吧
[04706.98-04709.98] 你看这个时候这是通过什么交据基录的
[04709.98-04712.14] 交据上主要是靠一个坏物质
[04712.14-04713.82] 就是续画影的变化
[04713.82-04716.82] 来去记录我们所说的这种影响了
[04716.82-04720.74] 但这种修话影态在去进行光化学变化的这种情况之下
[04720.74-04723.74] 它不能照光这个大都知道
[04723.74-04726.30] 如果办了一个教授参加拿出了对着摊一看
[04726.30-04728.06] 这教授报废就醒出来了
[04728.06-04730.46] 所以它主要是通过修话影响的化学变化
[04730.46-04731.74] 来记录上的影响的
[04731.74-04732.90] 那这是以前的教授
[04732.90-04736.02] 大家只需要掌握的就是这里面的数码相机
[04736.02-04738.58] 它和教授之间的原列是不一样的
[04738.58-04739.46] 就可以了
[04739.46-04741.58] 这是我们所说的数码相机
[04741.58-04743.42] 这是第一个将电器
[04743.42-04746.82] 那举家当中呢,还会提到另外一个点,就是视频选
[04746.82-04749.82] 视频选这一块,大家注意一下,找我哪个呢?
[04749.82-04754.22] 找我就是有机产品,无公害产品和绿色农产品
[04754.22-04757.72] 他们之间的关系,这个点,同时给他记得一块就行了
[04757.72-04760.72] 这在整个我们所说的视频产出的时候
[04760.72-04762.62] 我们一般前来再讲的时候就是什么呢?
[04762.62-04770.42] 最上面这一段最好的是有机产品,然后中间这一层是要绿色产品,或者叫绿色农产品
[04770.42-04773.30] 这下面这个叫做无功害弄产品
[04773.30-04775.74] 他们之间的区别在什么呢
[04775.74-04776.90] 有机产品
[04776.90-04778.46] 大家注意一下有机有机
[04778.46-04781.54] 就只得是你在生产这个比如说重菜
[04781.54-04783.62] 你在重菜就过程中是一点
[04783.62-04784.94] 化学成分都不能用的
[04784.94-04786.82] 你说老师我一点化学成分都不用
[04786.82-04788.22] 那我怎么让他掌出来
[04788.22-04790.06] 你可以给他失那种肥
[04790.06-04790.90] 有机肥
[04790.90-04791.94] 分辨之类的
[04791.94-04793.18] 所以在这里大家注意一下
[04793.18-04795.50] 有机视频是禁止
[04797.50-04799.86] 大家注意一下是禁止化学
[04800.42-04804.42] 合成的濃藥
[04804.42-04807.92] 咱们既有点麻烦就简单写
[04807.92-04809.42] 就禁止一切濃藥使用
[04809.42-04810.42] 就禁止使用嘛
[04810.42-04813.42] 咱们就记啊就禁止使用濃藥就是禁止使用
[04813.42-04815.42] 而绿色是什么呢
[04815.42-04817.42] 绿色是可以用
[04817.42-04820.42] 但是怎么样呢
[04820.42-04821.42] 有一些不能用
[04821.42-04822.42] 换着话说呢
[04822.42-04823.42] 就是它可以用一些
[04823.42-04825.42] 我们所说的这种话飞
[04825.42-04826.42] 或者话学和成的濃藥
[04826.42-04827.42] 但是要限制使用
[04827.42-04829.42] 这就很多是不能用的
[04830.42-04831.70] 就限制使用
[04831.70-04833.10] 这个叫綠色产品
[04833.10-04834.62] 无光漢东产品指的是什么
[04834.62-04836.54] 无光漢东产品指的是可以用
[04836.54-04837.74] 它没有种的限制
[04837.74-04838.82] 它只有一个要求
[04838.82-04840.18] 这是要求我们所说的
[04840.18-04841.34] 这种无光漢
[04841.34-04842.02] 这种产品
[04842.02-04844.38] 它只要求画飞龙要的残留
[04846.82-04848.22] 在安全方面内置行
[04852.42-04853.58] 它的残留
[04853.58-04855.26] 在安全方面内就可以
[04855.26-04856.70] 这个就是我们所说的
[04856.70-04858.06] 叫做有机
[04858.06-04859.50] 叫做无光漢东产品
[04859.50-04862.38] 考试的时候大家注意一下这个点会结合什么来考察
[04862.38-04864.86] 同时如果你是在考试当中
[04864.86-04867.86] 你的当地地区他会考中要一号文件
[04869.10-04870.62] 他会考中一号文件
[04870.62-04873.34] 而且或者说你之力于参加
[04873.34-04876.66] 农业农村三支一幅相分挣行这一类的考试
[04876.66-04877.62] 什么相挣呢
[04877.62-04878.62] 这一类的考试
[04878.62-04880.22] 这是农业农村相关的
[04880.22-04882.14] 这样的点一定要注意一下
[04882.14-04884.14] 他这个点是很有可能在这设题的
[04884.14-04886.06] 有计视你要考相挣考
[04886.06-04887.18] 三支一幅的同学
[04887.18-04888.78] 这个点是必须要掌握的
[04888.78-04893.58] 同时这个点它可能会结合以后文件的内容来考察
[04893.58-04896.34] 做红箱的托战严身都是有可能的
[04896.34-04898.86] 所以在这里面食品安全当中大家能够去分
[04898.86-04900.30] 有机率所呼工害
[04900.30-04902.70] 他们三个之间的区别就可以了
[04902.70-04904.14] 就是前三个
[04904.14-04905.58] 呼工害这个地方不用说了
[04905.58-04907.26] 有机也不用看了
[04907.26-04909.10] 最后一个在食品安全当中
[04909.10-04910.94] 它会提到一个叫食品天价技
[04910.94-04912.70] 食品天价技大家就明白一个点
[04912.70-04916.22] 食品天价技并不都是有害的
[04916.22-04921.22] 并不都是有害的就可以了
[04921.22-04926.22] 明確,食品天家既并不都是有害的
[04926.22-04927.22] 就OK了
[04927.22-04931.22] 只让我这一个点,有一些食品天家既是必须的
[04931.22-04933.22] 它这食品天家既可能是有机的
[04933.22-04936.22] 它可能会让我们的食材看起来更新
[04936.22-04939.22] 先颜色更亮力,这我们所说的食品天家既
[04939.22-04942.22] 所以大家就知道并非都是有害的就行了
[04942.22-04944.22] 考过一个点,当年是一单位考的
[04944.22-04945.76] 是在哪一个地区啦
[04946.26-04948.32] 实在河南还是在河北当时考过
[04948.32-04949.60] 当然考的就是说
[04949.60-04951.64] 10品天啊击都是对人体我还得
[04951.64-04952.92] 当时是给了一个选项
[04952.92-04953.94] 他是虽然像
[04954.20-04955.48] 那这种说话就是错的
[04955.48-04957.78] 所以大家注意一下并非10品天啊击都是有害的
[04957.78-04959.32] 找物中这一个就OK了
[04959.58-04961.12] 好 那这是居家厂市
[04961.38-04963.16] 那最后还生一个生活厂市啊
[04963.16-04965.20] 那这生活厂市的同一位就知道
[04966.50-04968.28] 他和生活当中的一些现象对应
[04968.28-04969.56] 知道他的原理就行了
[04969.56-04970.72] 比如说我们厂见了
[04970.84-04972.88] 到了东天现在已经凈了
[04972.88-04973.96] 昨天出分
[04973.96-04975.96] 现在已经入深秋了
[04975.96-04977.64] 入深秋马上到冬天了
[04977.64-04979.80] 那很多的数都要给数个刷上
[04979.80-04980.48] 白时灰
[04980.48-04981.20] 那数个刷上
[04981.20-04982.76] 白时灰的原因在什么呢
[04982.76-04984.20] 不在于保温灭军
[04984.20-04984.92] 那第二个呢
[04984.92-04986.08] 这大家去做飞机的时候
[04986.08-04987.48] 飞机直直向向的人
[04987.48-04989.08] 觉得耳末要爆开了
[04989.08-04990.68] 你要耳末如果要爆开的话
[04990.68-04992.08] 这种情况是角色东西
[04992.08-04992.88] 那看
[04992.88-04993.80] 很多称
[04993.80-04995.68] 它会给称联发一些什么
[04995.68-04996.44] 口相调
[04996.44-04999.24] 那主要的原因就是通过拒绝动作
[04999.24-05000.60] 減少空气
[05000.60-05002.32] 差异所带来的不是感
[05002.32-05004.12] 老师他不过发口言到怎么办
[05004.12-05005.28] 就可以交空气嘛
[05005.28-05006.36] 谋理口想躺
[05006.36-05008.32] 只要是这个塞动起来就行
[05008.32-05010.24] 所以这是我们所说的第二个
[05010.24-05010.84] 第三个呢
[05010.84-05013.40] 在家里动肉解冬的时候
[05013.40-05014.68] 从边下来拿出来
[05014.68-05015.12] 怎么办呢
[05015.12-05017.68] 最好是接近零度的冷水解冬
[05017.68-05019.68] 搭住一下千万不能用热水
[05019.68-05021.32] 因为如果用热水解冬的话
[05021.32-05023.04] 它只能解冬在最外层
[05023.04-05024.88] 它里层是没有办法解冬的
[05024.88-05027.16] 所以最好是用零设数度的
[05027.16-05027.92] 冷水解冬
[05027.92-05028.92] 热水不行
[05028.92-05029.96] 热水不解
[05029.96-05031.12] 解冬效果不好
[05031.12-05032.52] 还有一个原因是在什么呢
[05032.52-05035.36] 还有一个原因就是在于如果热水单解冲的话
[05035.36-05038.08] 它会有很多的热汙汁流出来
[05038.08-05040.84] 热汙汁流出来就是原发现这个热冷完之后
[05040.84-05041.84] 都会特别的产
[05041.84-05043.60] 如果热水解冲的话它会更产
[05043.60-05045.64] 就是因为它里面流出来了很多
[05045.64-05047.84] 我们所说的这种營料汙汁和
[05047.84-05051.36] 你不能说營料汙就是让热汁更鲜美的这东西
[05051.36-05052.48] 它就流出来了
[05052.48-05054.24] 流出来了之后这种情况之下
[05054.24-05056.52] 热汁是来没资问的吧
[05056.52-05059.08] 干妈妈的又想像产生忘了能干净
[05059.08-05060.76] 所以在这里最好是用接近
[05060.76-05062.16] 零食属度的水
[05062.88-05064.56] 在我下就是洪酒杯
[05064.56-05065.40] 大家都知道
[05065.40-05066.60] 遙晃的洪酒杯
[05066.60-05067.68] 遙晃的洪酒杯
[05067.68-05068.56] 为什么要遙晃
[05069.28-05070.96] 因为要充分氧化
[05070.96-05072.60] 让它的香味发散出来
[05072.60-05074.16] 还有一个就是炸眼睛
[05074.16-05075.76] 我们等日常都会炸眼睛
[05075.76-05076.88] 炸眼睛是人体的
[05076.88-05078.40] 做保护功能
[05078.40-05080.60] 这个就是保振眼球十日
[05080.60-05082.20] 还有一个就是清清点水
[05082.20-05084.12] 清点水是干嘛呢是茶乱
[05084.12-05086.44] 这些的头击们了解一下就可以了
[05086.44-05088.20] 其他生活常市里面
[05088.20-05090.28] 没有特别难得点打注意
[05090.28-05099.18] 好,那这是我们这一节当中给大家讲的,生活支持,生活支持呢,说起来很简单,但是它有一些支持点的言声,所以在这里给大家说了。
[05099.18-05117.52] 我们在生活支持当中,使得很讲的,第一个安全支持,安全支持呢我们讲了,居家的安全,比如说,有过其活怎么办,不能用水,保险私不能用容点,太高不能太出的,第二个还不能直接使用,第二个讲的没去中毒,我们讲的四个小点,第一个一样化碳中毒,对吧。
[05117.52-05119.06] 第二 为什么一样还能中毒呢
[05119.06-05120.60] 不是因为一样化它有毒
[05120.60-05122.90] 而是它容易兽的白结合
[05122.90-05124.68] 第三一个呢 就是我们所说的
[05124.68-05125.72] 如果发现
[05125.72-05129.40] 没其些漏的话要打窗通风禁止一切明火行为
[05129.40-05130.44] 那第四一个我们说了
[05130.44-05132.12] 那一样还能中毒比如
[05132.12-05133.44] 一样化它的产生
[05133.44-05134.92] 比较容易发生在
[05134.92-05136.92] 不完全人烧的情况之下
[05136.92-05138.32] 那如果是不完全人烧
[05138.32-05140.04] 咱们当时咱给大家说的来
[05140.04-05141.08] 不能
[05141.08-05143.96] 太不能吹动车子在车里面
[05143.96-05145.16] 太空调睡觉
[05145.16-05146.96] 第二个呢也不能说
[05146.96-05150.56] 打着火 自然的修车都不行 这是没去中毒
[05150.56-05152.96] 那这里面的第三个呢 就在加军当中啊
[05152.96-05156.36] 就是要注意用火安全 所以我们在这里讲了火灾
[05156.36-05158.36] 火灾是一个两星期的知识点
[05158.36-05161.16] 准地一个注意火灾的一个跑升的问题
[05161.16-05165.16] 跑升的顺雪 先找火层 上层在下层
[05165.16-05167.96] 第二个呢 就是我们所说的 跑升的相当的问题
[05167.96-05170.36] 就是开门跑之前先试试什么打手
[05170.36-05172.16] 不能承电梯不能跳楼
[05172.16-05176.16] 如果一带要跑升的话 要普服前截 严强币走
[05176.16-05180.12] 对吧 那如果说身上早火的话有就跌 打过是 只是第一个
[05180.12-05181.80] 那第二个呢 就是我们要了解
[05181.80-05184.80] 火灾在发生的时候呢 泰语系基本的灭火方法
[05184.80-05188.20] 这就提到了 隔离法 智希法 冷却法
[05188.20-05190.96] 这几个要和 燃烧的条件相对 要
[05190.96-05194.80] 那最后一个呢 就是化学意志法 参与化学反应之后
[05194.80-05196.08] 起到灭火的效果
[05196.08-05197.68] 那根据它的灭火方法呢
[05197.68-05199.80] 我们也可以根据这些原理
[05199.80-05202.68] 去认识一下日常生活当中的灭火器
[05202.68-05204.32] 所以我们在灭火器当中讲了
[05204.32-05209.80] 第一个命伙起它使用的要求是对着火苗跟不的内眼对吧
[05209.80-05212.16] 所以在这里面大家知道这是第一个
[05212.16-05213.36] 那根据内眼的话呢
[05213.36-05216.88] 我们又找了一下或者是了解了一下火眼它的构成
[05216.88-05219.24] 分为外眼眼心和内眼
[05219.24-05222.36] 我们看到的成黄色的是眼心
[05222.36-05225.84] 我们看到这个火眼底部成蓝色的是内眼
[05225.84-05227.44] 而外眼的是无色的
[05227.44-05230.44] 它其实就近四云热烙的种感觉
[05230.44-05231.96] 那这种热烙的无色
[05231.96-05234.64] 但是因为它和空气接触之侧份
[05234.64-05235.80] 所以它温度最高
[05235.80-05240.36] 而那样在最里面被外面和艳心包裹着
[05240.36-05242.68] 所以它与空气接触最不充分
[05242.68-05246.04] 所以然伤最不充分温度就最低
[05246.04-05246.88] 这是在这
[05246.88-05250.12] 那场面的面伙器有二花探有泡墨
[05250.12-05251.16] 由我们所说的
[05252.12-05253.32] 干粉面伙器
[05254.84-05256.16] 那这里面大家注意一下
[05256.16-05257.80] 二花探面伙器和泡墨面
[05257.80-05261.00] 其实它本质上都是通过二花探
[05261.00-05264.58] 然后呢 怎么办呢 第一个 隔绝 养气
[05264.58-05268.80] 第二个呢 起到了 将温的 效果 对吧
[05268.80-05271.44] 这是我们所说的这个 二话 它们的泡面会气
[05271.44-05275.40] 它们两个呢 只过在这里面泡面有去多了一部反应产生的话
[05275.40-05278.00] 它是流酸 旅合 它们的清辣产生反应
[05278.00-05280.20] 这这里面大家要找过的 第二个点 就是
[05280.20-05282.36] 它们两个不是用的面合反应
[05282.36-05285.20] 二话 它们不是用氧化物 因为它会产生反应
[05285.20-05289.40] 第二个泡面有去注意一下 不太是用电气设备和精密的精鼠
[05289.40-05291.96] 因为它会喷射大量的泡沫包裹的上面
[05291.96-05293.74] 很容易对这个东西产生腐实
[05293.74-05295.54] 或者是你清洗的时候清洗不掉了
[05295.54-05296.56] 对吧 这在这
[05296.56-05297.78] 而干很没有信不一样
[05297.78-05298.86] 干很没有信说什么
[05298.86-05300.04] 化学反应了
[05300.04-05301.36] 纯纯的那个发现反应
[05301.36-05303.00] 要么是无机言 参与反应
[05303.00-05304.50] 要么是粉末 参与反应
[05304.50-05306.24] 形成保护层
[05306.24-05307.76] 然后隔离了养弃 对吧
[05307.76-05310.94] 那他不是用的灭火是接触染烧的灭火
[05310.94-05311.88] 大家注意一下
[05311.88-05313.00] 这是干很没有信
[05313.00-05314.12] 因为这里面的无机言
[05314.12-05315.88] 很容易和金属发生反应
[05315.88-05317.56] 那这是灭火器的种类
[05317.56-05318.88] 以及他不是用的内容
[05318.88-05320.92] 除了讲完火在之后
[05320.92-05322.40] 说了是一个两星期的点
[05322.40-05323.52] 我们还讲了雷语
[05323.52-05325.04] 因为雷语天气比较简单
[05325.04-05327.08] 我们在这就给大家吃说了
[05327.08-05328.88] 我们只需要知道原则上
[05328.88-05331.20] 我们如果说能跑的话
[05331.20-05331.92] 不要在车里
[05331.92-05333.20] 但是如果跑不掉
[05333.20-05334.20] 这后再车里怎么办
[05334.20-05335.20] 就不要去呼外了
[05335.20-05336.56] 像是说是安全一些
[05336.56-05337.92] 除了雷语天气之外
[05337.92-05339.28] 有讲了其他责任在害
[05339.28-05340.72] 重点我们就放在了
[05340.72-05341.68] 地震上
[05341.68-05343.44] 地震是个一个头声
[05343.44-05344.32] 小家是掌握
[05344.32-05345.12] 怎么逃
[05345.84-05348.20] 原则能跑到呼外就跑到呼外
[05348.20-05349.48] 跑不到戶外的时候
[05349.48-05352.00] 如果你在高层来取跑再躲在
[05352.00-05353.32] 第1的家具下面
[05353.32-05354.72] 戶主投部
[05354.72-05357.68] 如果说在逃生过程当中遇到了獨棄卸漏
[05357.68-05359.96] 大主意下逆风方向不要顺风
[05359.96-05361.68] 顺风你是跑不过獨棄的
[05361.68-05364.56] 因为封锁一定比我们刑禁的速度要快
[05364.56-05365.56] 这是逃生
[05365.56-05368.16] 除了这些之外在国口和神考当中
[05368.16-05370.72] 它还用一节和地震的相关支持来考察
[05370.72-05373.04] 所以我们给大家补充了地震的相关支持
[05373.04-05375.64] 第一个讲了均元的深度
[05375.64-05390.48] 那我们所说的 氛围铁员,中国人和深园,那铁围铁员,第2个就是帝阵它就一个振急,我们用理事分积表,来进行红量,所以在这里我们要知道那个,纪别相差,紐料时方向差30倍。
[05390.48-05396.48] 而质源和振及会影响到它的波及犯位,这它会影响到哪些地区,所以在这里大家注意下。
[05396.48-05405.48] 那帝阵它的一定会带来一定的破坏,我们把这种破坏程度称入类,列度,我们要知道这种一次帝阵可能又不同的破坏程度。
[05405.48-05406.64] 就要多个劣度
[05406.64-05408.62] 而劣度它不一定只和振救
[05408.62-05410.08] 关系多音速影响
[05410.08-05412.28] 所以它如果给到特别绝对的说法
[05412.28-05414.48] 真是内随那种只要发生
[05414.48-05417.40] 我们所说的这种振及表大的
[05417.40-05419.40] 它的劣度一定大就错了
[05420.04-05421.64] 随大家注意一下这是劣度
[05421.64-05422.72] 除了劣度之外
[05422.72-05425.28] 我们还在这里还讲到了总播和红播
[05425.28-05426.72] 我们说了先到大地面的是
[05426.72-05428.84] 总播上下点部
[05428.84-05430.36] 后到大地面的是红播
[05430.36-05431.52] 是一平晃动
[05431.52-05434.00] 它是造成破坏的主要原因
[05434.00-05435.32] 那在这 我刚才说了
[05435.32-05436.40] 那我们在考试当中
[05436.40-05438.92] 还可能会考察到我国地震的主要地区
[05438.92-05442.24] 刚才因为那个见面没有放在下
[05442.24-05443.60] 所以在这里给大家補充啊
[05443.60-05444.76] 就是首先第一个
[05444.76-05447.04] 我们所说的台湾省及附近海域
[05447.04-05447.96] 西南地区
[05447.96-05450.84] 西南地区主要是原贵
[05450.84-05452.44] 主要是原穿造
[05452.44-05454.24] 原南四穿和西藏
[05454.24-05455.32] 西部地区
[05455.32-05458.80] 我们所说的比较容易发生地震的地方
[05458.80-05461.16] 是干诉的和西走牢
[05461.16-05463.00] 还有我们所说的清海银下
[05463.00-05464.80] 和新疆的天山
[05464.80-05466.72] 华美地區主要是太行山以待
[05466.72-05468.56] 太行山山心的地方
[05468.56-05468.84] 對吧
[05468.84-05470.56] 還有分和合谷
[05470.56-05471.96] 山東的中部地區
[05471.96-05473.00] 以及國海區
[05473.00-05474.44] 而這是我們所說的華貝
[05474.44-05475.36] 而都那也海地區
[05475.36-05476.88] 就是廣東和福建
[05477.08-05477.64] 所以在這
[05477.64-05478.28] 大家要注意一下
[05478.28-05480.92] 這是地震的相關的一些概念
[05480.92-05481.92] 兩星級的支援
[05481.92-05483.56] 我們就把地震給大家說完了
[05483.56-05484.64] 那除了地震之外
[05484.64-05485.68] 還有你是流
[05485.68-05486.64] 所以在你是流當中
[05486.64-05488.96] 大家就知道你是流和山底華破的區別
[05488.96-05489.88] 一個要水
[05489.88-05490.88] 一個不需要水
[05490.88-05491.52] 大家注意
[05491.52-05491.92] 第二就是
[05491.92-05493.52] 你是留的逃生方向
[05493.52-05494.74] 就是往高的地方
[05494.74-05496.80] 或于你是留垂直的方向去跑
[05496.80-05498.20] 那这是安全厂时
[05498.20-05500.76] 安全厂时讲了之后我们讲了居家厂时
[05500.76-05503.60] 家厂时将电器的原理食品安全
[05503.60-05506.96] 要知道他们三个的区分以及其他生活厂时
[05506.96-05508.24] 下手厂是比较简单
[05508.24-05509.72] 咱们每过多追溯
[05509.72-05513.12] 在这里面只是我们所讲的生活知识的全部内容
[05513.12-05515.36] 在这儿已经把能拖展的知识点
[05515.36-05516.64] 对同时去拖展了
[05516.64-05518.88] 同学们就要跟着我的拖展
[05518.88-05520.56] 做好相比记就OK了
[05520.56-05525.82] 那第四件,我们所说的生活之间是之后,我们就把基础之事全都给大家说完了
[05525.82-05531.60] 那下一个模块,我们就来给大家去讲解科技的明天,我们去看一看高兴技术
[05531.60-05533.28] 这一节我们就先到这里吧
