[00000.00-00003.72] 大家好,我是杰瑞老师,欢迎大家来学习。
[04853.00-04854.60] 这个就是我们所说的蛇质品
[04854.60-04857.44] 所以蛇质品它就是弹性比较大的商品
[04857.44-04858.96] 说的蛇品之外还有什么呢
[04858.96-04859.92] 高等内容品
[04859.92-04861.08] 高等内容品最长见呢
[04861.08-04862.68] 同时可以在旁边写上
[04862.68-04864.04] 在考试当中比较长考的
[04864.04-04865.56] 比如说电子数码产品
[04868.56-04870.96] 比如说电脑了手机了
[04870.96-04871.16] 对吧
[04871.16-04872.40] 它经常就会搞那种
[04872.40-04874.28] 说三百块钱的便宜
[04874.28-04875.68] 然后开可以在那个
[04875.68-04879.68] 往夜上面给你设一个到几十二九小时五十八分多少秒
[04879.68-04881.48] 然后开始搞那么几个英修的吧
[04881.48-04883.48] 那一看像这种电子数碗产品
[04883.48-04884.68] 它属于高等耐用品
[04884.68-04886.88] 高等耐用品它的弹性会比较大一点
[04886.88-04888.68] 那还有一个呢就是我们常说的
[04888.68-04891.28] 汽车这种说的家庭家用小叫车
[04891.28-04893.48] 它其实也属于弹性比较大的产品
[04893.48-04895.28] 那像这种呢它一般情况之下
[04895.28-04897.08] 都属于高等耐用品
[04897.08-04898.48] 高等耐用品和设置品
[04898.48-04900.88] 它其实都是弹性比较大的上品
[04900.88-04901.88] 那大家注意一下
[04901.88-04904.28] 这是我们所说的第一个弹性大
[04904.28-04906.32] 那第二个就是谈信比较小的
[04906.32-04909.00] 谈比较小最常见就是生活必须品
[04909.00-04912.48] 说必须品其实是和我们的设斥品是相对的
[04912.48-04914.08] 产力无言降出差
[04914.08-04915.28] 像这种东西呢
[04915.92-04917.40] 它是生活所需的
[04917.40-04919.20] 什么水呀变这个东西
[04919.20-04920.84] 它的价格的服动
[04920.84-04923.48] 怕它会有在这个我们所说的
[04923.48-04925.28] 时间上或者是在这个价格上
[04925.28-04926.36] 它出现了一个服动
[04926.36-04928.44] 但是因为你是生活所必须的
[04928.44-04931.28] 所以它的价格变动对于它的需求量影响
[04931.28-04932.20] 不是特别大
[04932.20-04935.42] 这是我们所说的叫做必须品去挂谈性
[04935.42-04937.78] 所以在这里面大家需要做的是啥呢
[04937.78-04940.24] 就知道副有谈性的商品
[04940.24-04941.72] 最一点形的是说吃品
[04941.72-04943.76] 探说会考察具体的案例
[04943.76-04946.30] 说下列ABCD四毒选当中
[04946.30-04949.22] 哪一组全部都是谈性比较大的商品
[04949.22-04951.32] 会会把烧吃品和生活必须品
[04951.32-04952.48] 放在一块考察
[04952.48-04954.38] 这里面我们就要能够去理它
[04954.38-04957.00] 去分开这是第一个考察点
[04957.00-04957.92] 这是在这
[04957.92-04959.16] 第二考察点是什么呢
[04959.16-04960.22] 就是在这里面
[04960.22-04962.46] 服了烤富有弹性的商品
[04962.46-04964.26] 它有烤它具体种的之外
[04964.26-04965.62] 还有烤它第二个点
[04965.62-04967.78] 就是富有弹性的商品就属于那种
[04967.78-04969.42] 价格变动一点点
[04969.42-04971.58] 需求量变动特别大的商品
[04971.58-04972.86] 那这种情况之下
[04972.86-04974.58] 你想要有很好的影历
[04974.58-04975.94] 富有弹性的商品
[04975.94-04977.90] 它的一个销售策略是啥呢
[04979.42-04980.46] 销售策略
[04980.46-04981.92] 价格变动一点点
[04981.92-04983.58] 需求量变动特别高
[04983.58-04985.14] 那就降价卖卖卖
[04985.14-04988.54] 所以在这里它比较适合降价销售
[04990.22-04991.54] 江家小手
[04991.54-04994.70] 或者我们比较长说的叫做薄力多销
[04996.06-04997.78] 你看江家小手也好
[04997.78-04999.14] 或者是薄力多销也好
[04999.14-05001.70] 它望望针对的都是弹性比较大的扇品
[05001.70-05004.74] 这个地方也会单独考一个理解型的题目
[05004.74-05007.02] 说一下ABCD色血当中
[05007.02-05008.42] 哪一个适合江家小手
[05008.42-05010.02] 或哪一个适合薄力多销
[05010.02-05013.18] 这里面就是在考察弹性问题
[05013.18-05013.78] 弹性问题
[05013.78-05014.86] 所以大家注意一下
[05014.86-05017.02] 这是影响弹性的
[05017.02-05019.86] 我们所说的因素以及它的具体体线
[05019.86-05021.62] 那这是需求价格谈性
[05021.62-05022.86] 这是第三个
[05022.86-05024.38] 那么讲了需价格谈性
[05024.38-05026.02] 咱们来简单的回忆一下
[05026.02-05027.78] 人第一个在需价格谈性当中
[05027.78-05028.18] 我们说了
[05028.18-05031.78] 既然就做价格谈性价格谈性是对谁的反应程度
[05031.78-05033.78] 是对价格的反应程度
[05033.78-05035.22] 所以你只要记不住的反应
[05035.22-05036.26] 就往上面去靠
[05036.26-05038.18] 你就记得它如果出判断题
[05038.18-05040.62] 说需求价格谈性是对谁的反应程度
[05040.62-05042.06] 经常会把这两个字反过来
[05042.06-05044.58] 你就知道是对价格变动的反应程度
[05044.58-05046.26] 价格变动一点点
[05046.26-05048.22] 需求量变动特别大还是特别小
[05048.22-05051.04] 这个就是我们所说的西球价格谈性
[05051.04-05053.14] 虚有价格谈性它有自己的公司
[05053.14-05056.34] 就是需求变动率比上价格变动率
[05056.34-05058.46] 这时候就会得到一个细数
[05058.46-05060.06] 用来红凉谈性
[05060.06-05063.02] 如果西复代理衣我们叫做富有谈性
[05063.02-05066.42] 如果西复小衣我们叫做缺乏谈性
[05066.42-05069.74] 如果西复等于衣或者西复等于凉
[05069.74-05073.26] 这时候就知道他们两个一个代表的是完全谈性
[05073.26-05075.06] 一个代表是完全无谈性
[05075.06-05077.82] 在这里面重点是在于大衣和小衣上
[05077.82-05080.22] 那根據虛擁價格的彈性
[05080.22-05082.16] 他已經想因素我們就得出來了
[05082.16-05083.98] 富有彈性的商品
[05084.48-05085.76] 信屬是大於的
[05085.76-05087.98] 主要是社區品和高短那樣品
[05087.98-05089.30] 策略是博力多消
[05089.30-05090.88] 這裏是否竟然考理點題目
[05090.88-05092.40] 如果說是缺乏彈性的
[05092.40-05094.14] 也是一樣考理性的題目
[05094.14-05097.38] 信屬小儀、那生活必須品比較常見
[05097.38-05098.54] 在這個地方
[05098.54-05099.78] 他比較喜歡考的
[05099.78-05101.54] 其實是在種類的地方
[05101.54-05102.54] 種類的地方
[05102.54-05104.38] 所以這是我們所說的需求
[05104.38-05105.28] 價格彈性
[05105.28-05108.76] 而在這個需求價彈行當中其實還有一個應用
[05108.76-05109.88] 這個應用是啥呢
[05109.88-05112.12] 這個應用就叫做風收備率
[05112.12-05113.92] 也叫做古建商弄
[05115.72-05117.16] 也叫做古建商弄
[05117.16-05118.60] 這個風收備率也好
[05118.60-05120.00] 或者這個古建商弄也好
[05120.00-05122.64] 大家就以下他考察過不止一次
[05122.64-05123.72] 在各地區的時候
[05123.72-05126.32] 有的地區甚至出現的重複考察的情況
[05126.32-05128.20] 他這個風收備率說的是啥呢
[05128.20-05129.04] 他說是這樣
[05129.04-05130.32] 說年輕好
[05130.32-05131.52] 或者是大風收的時候
[05131.52-05133.64] 農民的收入反而會降低
[05133.64-05134.96] 你說這不奇怪了嗎
[05134.96-05137.90] 一般想要封收的時候咱們都說了兩是大封收
[05137.90-05139.64] 那這個說農民國國那不得
[05139.64-05142.30] 我們所說的那個錢包都得不起來嘛
[05142.30-05143.46] 其實不是會這樣的
[05143.46-05144.56] 原因在什麼呢
[05144.56-05145.46] 大家都知道
[05145.46-05147.46] 當兩是封收的時候
[05147.46-05150.22] 就意味著農產品的共幾師怎麼樣
[05150.22-05151.92] 農產品共幾師啊
[05151.92-05152.78] 增加的
[05152.78-05153.96] 一旦共幾增加
[05153.96-05155.84] 導致的結果就是共
[05155.84-05156.76] 過於球
[05156.76-05157.68] 而共過於球呢
[05157.68-05159.02] 價格一定會下降
[05159.02-05160.56] 你說老師的價格下降好啊
[05160.56-05162.16] 價錢要需求不就上來了嘛
[05162.16-05163.88] 但是這裡面存在一個問題啊
[05163.88-05167.56] 这生品的价格确实会发生下降
[05167.56-05169.96] 但是它的需求量可不一定能够上来
[05169.96-05170.96] 原因在什么呢
[05170.96-05172.64] 原来在两世这个东西
[05172.64-05175.44] 它其实是一个弹性比较小的这样一个产品
[05175.44-05176.88] 比如说今年风收了
[05176.88-05178.12] 今天风收了之后呢
[05178.12-05179.64] 水道和小麦都风收了
[05179.64-05181.48] 原本大米的两位钱一件
[05181.48-05181.88] 对吧
[05181.88-05183.08] 现在的大米
[05184.28-05186.48] 因为风收降到了一块钱一件
[05186.48-05187.32] 我这时候就说
[05187.32-05188.72] 新通通典博贵
[05188.72-05190.28] 典博贵简直太辛苦了
[05190.28-05191.76] 这大米怎么还能降下了呢
[05191.76-05193.76] 那为了让台农民国部的增说
[05193.76-05195.40] 我就开始风谎吃大米
[05195.40-05197.16] 我原来一天三万就吃饱了
[05197.16-05198.68] 能不能说因为大米江家
[05198.68-05200.76] 我一天的需求让能吃上三十万
[05200.76-05201.76] 只能不行的
[05201.76-05203.28] 我冲死了就吃四万
[05203.28-05204.48] 我就不能再多了
[05204.48-05205.60] 所以你会发现
[05205.60-05207.12] 当价格下降的时候
[05207.12-05208.84] 它的需求让变动的弹性
[05208.84-05210.04] 并没有特别的大
[05210.04-05211.48] 那欢迎话说的就是
[05211.48-05214.16] 两世它的需求价格弹性太小了
[05214.16-05215.84] 反而导致结果就是
[05215.84-05219.16] 价格下降它的数量跟不上
[05219.16-05220.44] 很賣的這個量不夠多
[05220.44-05222.36] 那導致他總體的收入是什麼
[05222.36-05223.12] 下降的
[05223.12-05224.92] 所以在這裡面他給到的就是
[05224.92-05225.88] 我們所說的
[05225.88-05227.44] 好年紀和大風收的時候
[05227.44-05228.32] 能不能收入下降
[05228.32-05229.52] 主要原因就是什麼
[05229.52-05230.28] 就是
[05230.56-05232.00] 需求加個彈性太小了
[05232.00-05233.16] 所以風收被論也好
[05233.16-05234.40] 骨間上弄也好
[05234.40-05235.96] 他經常就會問他的原因
[05235.96-05238.24] 你就知道是彈性很小
[05238.24-05239.16] 就可以了
[05239.16-05241.04] 這個就是我們所說的
[05241.56-05243.32] 有關於需求
[05243.32-05244.76] 他的一個內容
[05244.76-05245.40] 有內容
[05245.40-05246.80] 那麼講完了需求之後
[05246.80-05248.60] 其實我們是從需求的含義
[05248.60-05250.02] 影響需求的因素
[05250.02-05251.58] 需求加个弹性这几个方面
[05251.58-05252.96] 就给大家产出的
[05252.96-05253.46] 对吧
[05253.46-05254.74] 讲完了需求之外
[05254.74-05256.86] 我们要来看另外一个概念
[05256.86-05260.36] 需求代表的是消费者对于商品的需求
[05260.36-05260.88] 对吧
[05260.88-05262.58] 但是我们说了整个市场当中
[05262.58-05264.14] 除了消费者还有生产者
[05264.14-05266.68] 而生产者对于端对于对于的就要什么呢
[05266.68-05268.20] 就要做共级
[05268.20-05269.34] 所以共级这个点
[05269.34-05271.58] 我在这不以同做重点掌握
[05271.58-05274.14] 因为共级本身它可考性就很低
[05274.14-05276.88] 机会在考试的时候就没有它考察过共级
[05276.88-05278.68] 咱们就简单了解一下就行了
[05278.68-05280.36] 它的攻击指的是
[05280.36-05282.96] 说生产者在一定时期内在各种
[05282.96-05284.44] 可能的架格水平之下
[05284.44-05286.16] 愿意且能够提供的
[05286.16-05288.36] 出售的商品的处量就要做攻击
[05288.36-05290.00] 就是生产者愿意
[05290.00-05292.16] 且能够提供的商品的处量
[05292.16-05293.00] 叫做攻击
[05293.00-05295.28] 会称的为叫做有效攻击
[05295.28-05296.80] 和前面是不是一样呢?
[05297.44-05299.40] 这是我们所说的对于
[05299.40-05300.88] 生产者来说
[05300.88-05302.12] 对生产者来说
[05302.12-05303.76] 对于生产者来说
[05303.76-05305.16] 就会有攻击这个词
[05305.16-05307.16] 那影響攻击的因素在什么呢
[05307.16-05309.08] 第一个商品的价格
[05309.08-05310.76] 如果这个东西价格越高
[05310.76-05312.04] 你对于生产者来说
[05312.04-05313.56] 你觉得他赚赚钱
[05313.56-05314.84] 你只能觉得他赚钱
[05314.84-05315.96] 所以价格越高
[05315.96-05317.96] 攻击了反而就会越大
[05317.96-05320.36] 这个要和需求分开
[05320.36-05321.48] 需求是价格越高
[05321.48-05322.28] 你做一消费者
[05322.28-05322.84] 你不愿意义
[05322.84-05325.24] 但你如果最生产者来看价格越高
[05325.24-05326.36] 你这个时候就觉得
[05326.36-05327.64] 啊这个东西只能赚钱
[05327.64-05328.92] 不然他怎么会涨价呢
[05328.92-05330.76] 只是攻击了就会越大
[05330.76-05331.56] 只是价格
[05331.56-05332.76] 第二生产成本
[05332.76-05334.36] 那你也作为一个生产者
[05334.36-05335.90] 的目标是影历
[05335.90-05337.64] 所以成本一旦上升
[05337.64-05339.10] 影历空间就别小了
[05339.10-05339.92] 你不赚钱了
[05339.92-05341.04] 你还买五买
[05341.04-05342.16] 不卖不生产了
[05342.16-05343.64] 所以成本上升
[05343.64-05345.28] 共级量会減小
[05345.28-05347.34] 第三个就是相关商品的价格
[05347.34-05348.92] 可能会存在替代贴合
[05348.92-05349.68] 护护骗
[05349.68-05350.04] 对吧
[05350.04-05351.88] 这个就是相关商品价格
[05351.88-05355.16] 但这些因素其实不是我们需要中典去掌握的因素
[05355.16-05356.56] 我们需要中典找的因素
[05356.56-05357.44] 其实只有一个
[05357.44-05358.40] 就是大家要知道
[05358.40-05360.32] 当一个商品价格上升的时候
[05360.32-05362.00] 你的共级量也会怎么样
[05362.00-05363.24] 越来越棒
[05363.24-05366.60] 因为价格是影响共启的最核心的因素
[05366.60-05368.72] 所以一般请问之下我们认为
[05368.72-05371.88] 当一个商品他的价格越高的时候
[05372.76-05374.76] 他的共启量反而越高
[05374.76-05377.20] 如果用一个曲线来表示的话一样
[05377.20-05379.80] 如果是红州代表的是要数量
[05379.80-05381.88] 种州代表的是价格
[05381.88-05384.88] 共启曲线和需求的体现高好相反
[05384.88-05387.56] 共启曲线就是价格越高
[05387.56-05389.44] 共启量反而越高
[05389.44-05391.68] 这条最终做共启曲线
[05391.68-05394.74] 而刚才我们在需求的时候讲到了一个取线就说
[05394.74-05396.02] 需求取线
[05396.02-05397.82] 所以大家把他拿分开
[05397.82-05401.08] 这个点放在这,我们后面会有大用处
[05401.08-05401.76] 大家知道
[05401.76-05403.28] 需求取线,咱们刚才说了
[05403.28-05404.88] 需求在这,画有小的
[05404.88-05406.48] 需求是写相下的
[05406.48-05409.08] 共解是写相上的
[05409.08-05410.16] 大家要注意
[05410.16-05412.66] 这是我们所说的这几条取线
[05412.66-05413.68] 这要取线
[05413.68-05417.38] 重点大家要放在需求上
[05417.38-05420.26] 需求可以说是一个比较重要的一个点
[05420.26-05422.54] 所以这一节的两星节的知点
[05422.54-05424.42] 韩知点料还是很高的
[05424.42-05427.06] 我们建议大家不需要去背素去听
[05427.06-05428.66] 你要通过这个理解
[05428.66-05431.26] 把这个知知点就给它输立清楚
[05431.26-05432.86] 好,这个是我们所说的
[05432.86-05435.86] 第一个大的概念叫做需求和共级意
