[00000.00-00004.38] 今天我们就从考试的角度来聊聊整个明天时期
[04677.88-04679.30] 我爸爸人家都殺了
[04679.30-04682.10] 现在他打回来之后不得命我全足
[04682.10-04683.64] 结果这个施了
[04683.64-04685.50] 他打到了台湾之后
[04685.50-04686.80] 把台湾收负回来之后
[04686.80-04687.70] 做的第一件事
[04687.70-04690.90] 就是正成功的零钱
[04690.90-04691.90] 去败了败
[04691.90-04693.60] 就是败计先主
[04693.60-04694.80] 不仅败了败
[04694.80-04697.20] 而且当时对他们全家都挺好的
[04697.20-04699.30] 所以当时非常感人的一个事
[04699.30-04701.00] 而且不仅这件事很感人
[04701.00-04702.80] 当时还有一件事非常感人是什么的
[04702.80-04704.50] 对于正成功的事件
[04704.50-04706.90] 当时抗协给了非常高的平价
[04706.90-04708.10] 所以有一句话就来
[04708.10-04709.98] 就给他写了一副对联啊
[04709.98-04712.30] 叫做四镇多一些良导团师
[04712.30-04713.90] 感想东南蒸半避
[04713.90-04715.22] 叫做朱王无寸土
[04715.22-04717.70] 意语抗制方之海外有故中啊
[04717.70-04719.54] 所以这句话形容的是谁呢
[04719.54-04721.62] 这话形容的就是政成功
[04721.62-04722.66] 你还他只有
[04722.66-04724.86] 兼文和下门两个小地方
[04724.86-04727.02] 感想东南蒸半避
[04727.02-04727.82] 对吧
[04727.82-04729.46] 在这里朱王无寸土
[04729.46-04731.30] 他也不是风王风向的人
[04731.30-04734.14] 意语抗制方之海外有故中
[04734.14-04735.90] 这说的是政成功
[04735.90-04737.02] 所以大家注意想
[04737.02-04739.74] 这句话一旦出来之后,你要知道形容的是谁
[04739.74-04744.70] 形容的就是正成功,这是圣族康极给他的一个评价
[04744.70-04746.06] 圣族康给他一评价
[04746.06-04751.02] 所以这是1683年,我们说的,说的师傅,台湾
[04751.02-04754.98] 圣族台湾之后就台湾怎么管理,当初很多人有不同的说法
[04754.98-04756.98] 人说那就把它继续作为何篮吧
[04756.98-04762.26] 那如果继续作为何篮的话,正成功当年,那起不是白毛了一场
[04762.26-04766.86] 有人说那就不要管了,本身就不是什么好的这种地方
[04766.86-04770.66] 然後當時只有一個人對於以上大成的說法都不同意
[04770.66-04772.16] 這人就誰呢?就是失了
[04772.16-04774.32] 失了當時立牌眾議
[04774.32-04778.22] 就是說清政府一定要要對台灣進行管轄
[04778.22-04779.28] 原因很簡單
[04779.28-04782.44] 因為當時的台灣為東南七省的門戶
[04782.44-04787.02] 如果台灣不保 東南不保 國本東搖
[04787.02-04789.56] 同樣會看到那個時候失了一個觀點
[04789.56-04791.36] 如何現在是一樣的
[04791.36-04795.22] 台灣自古以來就是中華民族不可分割的一部分
[04795.22-04798.30] 台灣是中國唯一面臨派聽養的手份
[04798.30-04801.70] 收富了台灣才能保住這一羽
[04801.70-04803.06] 所以在這種情況下
[04803.06-04804.78] 大家要知道這是我們所說的
[04804.78-04806.06] 失望收富台灣
[04806.06-04807.10] 上收富台灣之後
[04807.10-04809.94] 不就是喧嚇到家強對台灣的管理嗎
[04809.94-04812.18] 所以1684年
[04812.18-04815.82] 在聽聽社里台灣服
[04815.82-04818.74] 所以在這裡來看一下收富台灣之後
[04818.74-04819.74] 社里台灣服
[04819.74-04821.26] 台灣服立術哪裡管想呢
[04821.26-04822.66] 立術服件事的管想
[04822.66-04823.82] 若老是不對
[04823.82-04825.60] 咱们昨天再讲到台湾的时候说了
[04825.60-04827.06] 还有台湾省呢
[04827.06-04828.58] 同时注意一下台湾省
[04828.58-04830.62] 把它补充在旁边是什么时候
[04830.62-04833.54] 是1885年中法战争之后
[04836.22-04838.92] 是1885年中法战争之后
[04838.92-04840.22] 建省的
[04840.22-04841.36] 建的是什么省呢
[04841.36-04843.38] 建的是台湾省
[04843.38-04846.92] 而台湾省的第一任寻复流明传
[04846.92-04847.32] 对吧
[04847.32-04850.32] 所以咱们昨天刚刚讲过这个故事
[04850.32-04851.52] 刚讲过这个历史
[04851.52-04853.34] 所以大家注意一下这几个点
[04853.34-04856.16] 这是我们所说的收付台湾的问题
[04856.16-04857.30] 收负台问题
[04857.30-04857.68] 好
[04857.68-04860.14] 这是我们所说的清朝的发展
[04860.14-04860.98] 清朝发展
[04860.98-04863.34] 这些可能我就把这个主线
[04863.34-04865.90] 大概就给大家去书里清楚了
[04865.90-04868.42] 所以主要是一条主线三个地方
[04868.42-04870.50] 以及他们市场对应的这些事件
[04870.50-04873.06] 这是我们所说的清朝
[04873.06-04874.70] 清朝后期的话
[04874.70-04875.74] 大家其实也都知道了
[04875.74-04877.62] 后来事情了闭关锁国
[04877.62-04880.02] 然后再到后面我们所说的发动了
[04880.02-04881.42] 英国发动了鸭片战争
[04881.42-04883.42] 我们开始论为半直名帝办风险社会
[04883.42-04886.18] 那就顾渡到了我们所说的进展时的内容
[04886.18-04886.74] 好
[04886.74-04890.46] 这个就是我们所说的名清它的一个朝代宫点
[04890.46-04892.06] 而名清的朝代宫点
[04892.06-04894.06] 必然会再来制度上的变化
[04894.06-04897.50] 我们就来看一下有关于名清时期的主要制度
[04897.50-04900.06] 那首先第一个来看一下名朝时期的制度
[04900.06-04901.66] 名朝时期的制度呢
[04902.38-04903.78] 在这里有这么几个
[04903.78-04904.42] 打住一下
[04904.42-04905.86] 第一个就是名泰组
[04906.66-04907.38] 标住一下
[04907.38-04908.86] 非常像全分
[04908.86-04913.42] 六部当时最后中国的最后有成像或最后一个展向
[04913.90-04917.26] 应该是谁呢,就是我们所说的回忆用啊,把这个写在旁边
[04920.38-04924.66] 回忆用,当时就记住回忆用按了,杀了两万多人
[04924.66-04930.82] 这就是我们所说的名太阻,有着主任张费成像,非常之后那原本
[04930.82-04937.30] 应该有上书做的事情呢,现在都有皇上直接做了,他就很累啊,对吧,就是
[04937.30-04941.64] 百万位是百万以税正位是百万位行真一行
[04941.64-04945.94] 所以当时就说我这一天天上班就没有睡觉的时候
[04945.94-04948.22] 所以这是我们所说的名太祖
[04948.22-04951.40] 这些原因他我们所说的直接管理六部事业
[04951.40-04953.38] 所以他管过来后来怎么办
[04953.38-04958.14] 就开始选那个学事来帮他去分单这样的一个工作量
[04958.14-04961.94] 到了名成祖的时候电革大学是开始入职为原革
[04961.94-04964.76] 那个逐漸形成和出现
[04964.76-04967.58] 这时候我们所说的非常像全分六部
[04967.58-04970.52] 所以这些那个都对皇帝复责了
[04970.52-04974.14] 这时候我们所说的有关于第一个叫做
[04974.14-04975.94] 非常像建内革的问题
[04975.94-04976.94] 这是第一个点
[04976.94-04981.14] 第二个点就是除了他们两个之间的具体的
[04981.14-04982.42] 我们所说的
[04982.42-04985.44] 这个内容之外在整个名朝还有很多其他的制度
[04985.44-04987.28] 大家就想名朝最有名的就是什么
[04987.28-04988.30] 常味制度
[04988.30-04990.70] 東廠西廠和緊一位
[04990.70-04991.98] 那這屬於什麼機構了
[04991.98-04993.86] 這緊一位屬於間裡的機構了
[04993.86-04994.34] 對吧
[04994.34-04996.94] 我們到時候的緊一位無恐怖路嘛
[04998.14-04999.54] 非愈服秀春刀嘛
[04999.54-05000.90] 對吧大家都看過那個電影
[05000.90-05001.98] 無恐怖路啊
[05001.98-05003.94] 那就是到處都安排著
[05003.94-05005.70] 那他們在家裡建議呢
[05005.70-05006.82] 那裡面就有緊一位
[05006.82-05008.62] 把他們的畫都記起來給皇上
[05008.62-05009.66] 那皇上第二天問說
[05009.66-05011.30] 我們昨天幹啥了跟誰喝的酒
[05011.30-05012.30] 說的依據不差
[05012.30-05013.54] 皇上說那你說得對了
[05013.54-05015.86] 就把當時的這個記錄有給的看了
[05015.86-05016.82] 那說明呢
[05016.82-05020.40] 当时在他们宴演演的现场大成宴现场就有几位
[05020.40-05022.20] 所以这是我们所说的常委制度
[05022.20-05025.00] 常委制度的本质上也是为了加强什么
[05025.00-05027.70] 也是为了加强我们所说的黄权
[05027.70-05029.70] 也是为了加强我们所说的黄权
[05029.70-05032.44] 所以这是我们所给到的有关于
[05032.44-05034.48] 非常像建立格
[05034.48-05035.38] 第1个
[05035.38-05037.64] 第2个就是巴国取识了
[05037.64-05042.62] 巴国取识咱们之前在选完制度里面给大家讲的非常的惹性
[05042.62-05045.36] 所以在这里不给大家做过多的最数了
[05045.36-05048.24] 所以这是第一个我们所说的名朝的制度
[05048.24-05050.28] 第二我们来看一下清朝的制度
[05050.28-05052.92] 清朝的制度是一个是有巴奇制度
[05052.92-05055.12] 巴奇制度从我们只要找不住一个点
[05055.12-05057.32] 就知道巴奇是谁实际创造
[05057.32-05059.20] 什么时候是什么时候是所创
[05059.20-05061.16] 巴奇原本是四起
[05061.16-05064.40] 四起就位纯色正黄正白正红正蓝
[05064.40-05068.00] 后来就有了香喜就变成了香红香白
[05068.00-05074.16] 香红和香蓝原本的巴奇只能是满清的这些人
[05074.16-05076.72] 就只能使我们所说的满足这些人才能入巴起
[05076.72-05078.20] 满清贵族才能入巴起
[05078.20-05079.28] 到后来的时候呢
[05079.28-05081.28] 汉族和蒙古族也能入巴起了
[05081.28-05082.68] 所以是应该是
[05082.68-05085.48] 于是说巴起族到了后来发展成了24起
[05085.76-05087.24] 那这是第1个巴起制度
[05087.24-05088.68] 大家知道现在谁是7
[05088.68-05089.40] 第2个呢
[05089.40-05090.44] 就是李翻愿
[05090.44-05093.52] 同时没有知道的是李翻愿主管什么事物
[05093.52-05094.32] 大家注意一下
[05094.32-05095.92] 李翻愿主管的是
[05095.92-05097.96] 少数民族师傅
[05097.96-05098.96] 大家注意
[05098.96-05100.48] 这个和我们昨天
[05100.48-05101.40] 他要和谁呢
[05101.40-05102.96] 他和宗人府去分
[05102.96-05106.36] 做人服館的是黄族事物
[05106.36-05106.86] 对吧
[05106.86-05108.72] 而且他们两个要和谁
[05108.72-05110.76] 要和我们所说的
[05110.76-05114.16] 原朝时期的宣证愿去分
[05115.16-05117.04] 宣证愿主管的是什么
[05117.04-05118.04] 西藏树
[05118.04-05120.96] 老师到了清朝的时候西藏管管西藏也管
[05120.96-05124.68] 但清朝的时候是有专门的住藏大臣
[05124.68-05126.64] 重要大臣直接会黄地管下
[05126.64-05128.04] 和李翻院没有关系
[05128.04-05130.40] 所以这三个点连通的
[05130.40-05132.40] 所以这个点同一秒注意
[05132.40-05134.40] 这是咱们昨天给大家讲的点
[05134.40-05136.40] 大家这里要明确
[05136.40-05139.40] 这是我们所说的清朝的转制度
[05139.40-05140.40] 轻转制度
[05140.40-05142.40] 这是政治制度的问题
[05143.40-05144.40] 除了政治制度之外
[05144.40-05145.40] 咱们还要回头
[05145.40-05148.40] 再看一看整个明清时期的经济发展
[05148.40-05149.40] 明清时期的经济发展
[05149.40-05151.40] 相对来说点也比较少
[05151.40-05153.40] 我们的重点就放在什么上
[05153.40-05154.40] 重点放在
[05154.40-05155.40] 农业上
[05155.40-05156.40] 我们来看一下在农业当中
[05156.40-05157.40] 他提到的
[05157.40-05159.40] 说明朝中后期
[05159.40-05161.92] 說從海外引進了玉米和干數
[05161.92-05163.08] 同把這個話出來
[05163.08-05166.96] 要知道是在明朝中後期引進了玉米和干數
[05166.96-05168.56] 這玉米和干數的引進
[05168.56-05173.56] 其實在某種程度上就了清朝就了明朝移民
[05173.56-05175.80] 玉米和干數主要是兩事做事
[05175.80-05179.76] 而我們會發現在明朝統治的那麼長時間當中
[05179.76-05183.48] 除了在明朝末年發生了李子承他的這個農民旗
[05183.48-05185.64] 就在幾乎是沒有爆發過農民旗的
[05185.64-05188.16] 主要就是因為玉米和干數的引進
[05188.16-05189.64] 解决老百姓吃饭的问题
[05189.88-05191.24] 老百姓一旦吃饭
[05191.56-05192.52] 就是有个吃
[05192.52-05193.72] 那在这种情况之下
[05193.72-05195.80] 其实相对来说比较安定了
[05195.80-05197.32] 所以明朝的时候
[05197.56-05199.16] 就引进了玉米和干属
[05199.16-05200.96] 所以大家注意下这个时期
[05200.96-05202.12] 这是第一个点
[05202.12-05202.88] 大家要明确
[05203.24-05204.76] 第二个点就是除了眼睛
[05204.76-05205.80] 玉米和干属之外
[05205.80-05207.60] 我在这里给大家补充了一个点
[05207.60-05210.16] 这个点其实是说的是一个回顾
[05211.08-05212.80] 咱们上节课其实讲过
[05213.00-05214.52] 这是棉花的问题
[05214.52-05218.56] 我說棉花的傳入是在南北朝十七
[05218.56-05220.36] 但是那個時候剛傳出來的時候
[05220.36-05223.36] 不能在全國的種 只能是在邊疆地區種
[05223.36-05225.68] 所以這是我們所說的剛傳入
[05225.68-05228.36] 而傳入內地是在我們所說的送討實際
[05228.36-05229.64] 咱們說過 對吧
[05229.64-05231.44] 而在全國剝中
[05231.44-05233.88] 這是在棉朝初年
[05233.88-05236.28] 所以這個點也涉及到了我們所說的
[05236.28-05237.88] 民清的濃烈發展
[05237.88-05240.44] 所以棉花這個點我們做了一個回顧
[05240.44-05241.64] 這第二個棉花
[05241.64-05243.64] 那第三個就是在棉清時期
[05243.64-05245.64] 出現了資本主義的蒙鑑
[05245.64-05247.64] 那個時候資本主義蒙鑑
[05247.64-05249.64] 就知道資本主義的產生
[05249.64-05251.64] 它一個非常明顯的標誌
[05251.64-05253.64] 就是不再是你跟田來你知不
[05253.64-05255.64] 你挑水來你就要遠了
[05255.64-05257.64] 這個時候它主要的一個標誌
[05257.64-05259.64] 就是在於它出現了
[05259.64-05261.64] 雇用的這樣的形式
[05261.64-05263.64] 所以在明天的時候出現了
[05263.64-05265.64] 雇用的這種幾乎
[05265.64-05266.64] 主要在哪兒呢
[05266.64-05267.64] 我們注意一下主要是在蘇州
[05267.64-05269.64] 出現了以私之夜為主的幾乎
[05269.64-05271.64] 開始有雇用的這種工人
[05271.64-05273.72] 就用情况这下资本主义模样就产生了
[05273.72-05275.88] 但是它注定了发展比较换
[05275.88-05276.80] 这是因为
[05276.80-05279.56] 和当时的这些地主有很大的关系
[05279.56-05282.16] 比如说像英国的这些地主
[05282.16-05283.48] 它主要做的是啥呢
[05283.48-05285.72] 它主要做的就是在这个里面
[05285.72-05287.44] 我们换来的钱
[05287.44-05290.40] 它在进一步把它拿去变成工厂
[05290.40-05292.12] 而我们这些地主的
[05292.12-05293.72] 就是搞正形式做来的钱
[05293.72-05295.08] 都把它用在啥呢
[05295.08-05296.28] 都把它用在了
[05296.28-05298.08] 我们所说的买地上
[05298.08-05299.00] 所以在这里面
[05299.00-05299.96] 大家要注意一下
[05299.96-05301.16] 这是自分主义盟严
[05301.16-05303.72] 他在中国发展就卖了一个原因
[05303.72-05305.64] 这是第一个自分主义盟严
[05305.64-05308.12] 当时主要是在苏州
[05308.12-05310.20] 在这里面还有一位一红的点
[05310.20-05311.12] 同没有注意下
[05311.12-05313.00] 就是自分主义盟严
[05313.00-05315.56] 它是苏州出现的
[05315.56-05316.68] 在这里面
[05316.68-05322.60] 我们所说的明清时期的社会迷访之夜的中心在哪里
[05322.60-05323.64] 就不是在苏州了
[05323.64-05325.80] 大家注意下是在宋江
[05325.80-05327.72] 这两个点是一红点
[05327.72-05329.00] 这两点是一红点
[05329.00-05333.00] 所以同学们也要把它補充在讲议上
[05333.00-05334.00] 把它補充在讲议上
[05334.00-05337.00] 这是我们所说的第一个努业
[05337.00-05339.00] 努业的一个3个点
[05339.00-05340.00] 用3个点
[05340.00-05342.00] 同学们只需要在这里有一个印象
[05342.00-05344.00] 能够对应它是17几个
[05344.00-05346.00] 这是第一个我们所说的努业
[05346.00-05348.00] 第二个第二个
[05348.00-05349.00] 第二个是
[05349.00-05350.00] 我们一会儿再看
[05350.00-05351.00] 我们来看老体
[05351.00-05354.00] 下列影视符合影视剧的是符合的
[05354.00-05356.00] 这种口茶
[05356.00-05357.00] 对应
[05357.00-05359.82] 下第1个太汉朝太允许了
[05359.82-05361.10] 货电城闯约黄电
[05361.10-05362.38] 看一笑 明朝才有的
[05362.38-05364.16] 对吧 活躁运刷说
[05364.16-05366.48] 我们要讲文化厂时的时候
[05366.48-05368.78] 给大家讲到 活躁运刷出现在宋朝
[05369.80-05372.86] 服生六季文化厂当中会出现的清朝的
[05372.86-05374.16] 他原朝的毒道的
[05374.16-05376.72] 最后一个明朝出现了预美和干数
[05376.72-05379.02] 没问题 所以照替宣则的是
[05379.02-05381.84] 司帝从这里的大验能看到
[05381.84-05384.64] 文学考察一般都是综合性的
[05384.64-05386.18] 考察方式居多
[05386.18-05389.26] 同一们有的时候就会觉得说老师门学这么广
[05389.26-05391.80] 那我就直接考察提形形其实
[05391.80-05394.38] 直接考察提的话没有这种基础的话
[05394.38-05395.54] 他不够系统
[05395.54-05399.50] 你如果说想要去做题的话没有这种系统的这样的一个概念
[05399.50-05401.66] 你其实在后面做题的时候就会很吃力
[05401.66-05404.50] 就是你做题的时候信心会越来越少
[05404.50-05406.70] 本来呢我对于这个制装长得不老顾
[05406.70-05407.98] 然后于是细节没找到
[05407.98-05409.78] 然后我再刷题的时候就越刷越闯越闹
[05409.78-05411.14] 习近我打一道都不会呢
[05411.14-05412.38] 所以我还是建议同学买
[05412.38-05414.86] 如果说时间相当来说比较长
[05414.86-05416.66] 大家基础又必要薄弱的话
[05416.66-05418.44] 你的背口周期还有的话
[05418.44-05421.26] 那你就在这种情况之下就多一点耐心
[05421.26-05424.08] 去把他的系统的支点做一个全面的书里
[05424.08-05428.68] 然后还是那句话以书为蓝的以体目为补充
[05428.68-05430.74] 你这样的话你的面子完全脱开了
[05430.74-05432.02] 你这时候应适
[05432.02-05433.54] 又不需要有所未据了
[05433.54-05435.34] 如果你已经做到了这种程度
[05435.34-05436.88] 你说我把书本上的支持
[05436.88-05438.40] 我已经看得很详细了
[05438.40-05439.44] 我也脱出去了
[05439.44-05440.96] 我体目我也做了很多
[05440.96-05442.00] 但是在这个过程当中
[05442.00-05444.04] 你还是遇到了没有见过的体
[05444.04-05447.10] 不要黄,你已经进了最大的努力,你还没有
[05447.10-05449.16] 你也还是遇到里面有结果的
[05449.16-05451.72] 那那些不用付出好的,根本就不是我们的对手
[05451.72-05454.28] 所以付贤还是一样的就是
[05455.04-05457.34] 在前期,功夫都是在前期的
[05457.34-05458.88] 好,那这到底是死定
[05459.14-05461.70] 那第二个手工业,手业减得看一下就行了
[05461.70-05463.76] 就是江西的警德这样,一是过
[05463.76-05467.08] 一而是全国最大的支持中心,这个没上好说的
[05467.08-05467.34] 对吧
[05467.34-05470.40] 最三一个呢,就是商业商业实行海境
[05470.40-05473.74] 海境就是从明朝开始的,因为有窩后嘛
[05473.74-05478.74] 所以这两个点,简单了解一下就行了,不是我们掌握的重点的一种
[05480.24-05481.78] 看一下最后一道体
[05481.78-05486.44] 说关于明清时期的历史,下来说法不争确的是开闲A选项
[05486.44-05490.94] 说明明清的胡广,我们经常听到胡亡总督,对吧,那指的是胡纳和胡北
[05490.94-05493.44] 老实这个不知道,不知道咱就先带一定
[05493.44-05496.34] 并且像说明清时期的迷访之中心
[05496.94-05500.74] 松江,没问题,所以想清朝的时候干什么运别
[05500.74-05502.74] 不对吧,是明朝的时候
[05502.74-05506.90] 明白 明天时期景得也是全国之手 正确 最赵题选择的是
[05507.40-05509.94] 谁选项 这有挺选择的是谁
[05509.94-05515.14] 好 这个呢 其实也是在考察 历史时期和大具体事件会成就的
[05515.14-05515.86] 对应
[05515.86-05519.58] 那到这呢 我们就把整个中国古代市就给大家讲完了
[05519.58-05522.46] 我希望同学们再去学习这一部分内容的时候
[05522.46-05526.30] 多一点内心 因为我们讲的周期很长
[05526.30-05528.86] 对吧 今可能的脱展到的点都在这里
[05528.86-05530.22] 给同学们去脱展到了
[05530.22-05532.06] 所以同学们再去复喜的时候
[05532.06-05534.58] 一定要也时间为主
[05534.58-05537.88] 然后在时间现场去按插一个有一个的时间
[05537.88-05540.10] 最好给它收理成四位导涛
[05540.10-05541.06] 那所以导涛呢
[05541.06-05543.06] 我这里有给大家去进行收理的
[05543.06-05544.40] 如果有同学需要的话
[05544.40-05546.52] 就可以再评论去当中留言
[05546.52-05547.62] 我在斯拉给大家
[05547.62-05549.02] 因为每个人的学习官不一样
[05549.02-05551.02] 我觉得在这里给大家做过都这数了
[05551.02-05551.98] 那希望呢
[05551.98-05554.02] 我这个中国古代史的讲解
[05554.02-05556.00] 能够很大程度的帮助到大家
[05556.00-05557.90] 如果真的有帮助到大家的话
[05557.90-05560.10] 希望同学们能够给我一个小小的鼓励
[05560.10-05563.68] 再给我动手点点赞,给我一个一件三连
[05563.68-05565.74] 那阳光万里,中江上
[05565.74-05568.30] 我们的中国古代史就到这里结束了
[05568.30-05570.60] 咱们下一个支持门块再见吧
[05570.60-05571.36] 拜拜
