[00000.00-00006.00] 好的,我们接着上次客的内容来往下看,咱们再上一期看到中,其实给大家讲完了。
[04826.98-04839.38] 普遍通訊在考試的時候,我們說了,普遍性強調大家都一樣,所以會有關鍵詞、帥、街、都,特徴性強調大家都不一樣,所以天安當中強調個性問題的時候就選特殊性
[04839.38-04844.38] 所以矛盾的普遍性的特殊性,看他強調什麼,而不要看矛盾是什麼
[04844.38-04853.38] 矛盾的普遍性要求大家用全面的觀點看問題,矛盾特殊性要求具體問題具分析,處理一些題目的時候要知道怎麼去變息
[04853.38-04857.58] 那从矛盾特性当中又引发出了矛盾发展的不平衡性
[04857.58-04860.30] 由主次矛盾以及矛盾的主次方面
[04860.30-04863.02] 要居分主次矛盾以及矛盾主次方便有两个方法
[04863.02-04865.26] 一个是提干表述法
[04865.26-04866.34] 一个是关键刺犯
[04866.34-04868.74] 出现哪些词主要矛盾
[04868.74-04871.18] 对吧出现哪些词主要方便
[04871.18-04875.26] 而提干表述法就看他强刀是事什么还是怎么做
[04875.26-04876.94] 来居分主次矛盾
[04876.94-04880.50] 而我们说了主次矛盾的主次方面
[04880.50-04882.04] 他要求我们在做事的时候
[04882.04-04883.84] 要坚持两点论和重点论
[04883.84-04886.02] 同一分析的时候就看体案
[04886.02-04887.42] 是不是提到全看到
[04887.42-04888.70] 有没有提到抓重点
[04888.70-04890.74] 这个就是两点论和重点论
[04890.74-04893.56] 但前三个问题一直都在探讨某个
[04893.56-04894.84] 是什么
[04894.84-04896.46] 还是为让某个论自身
[04896.46-04899.46] 但是没有回味到为什么发展的原权和动力上
[04899.46-04902.14] 所以最后一个点我们讲的内因和外因
[04902.14-04904.04] 随内因和外因三句话
[04904.04-04905.84] 内因根据第一位
[04905.84-04907.50] 外因条件
[04907.50-04908.14] 第二位
[04908.14-04910.08] 外因通过内因起作用
[04910.08-04913.16] 做提的时候要看它特种强调什么
[04913.16-04914.88] 如果强调内心
[04914.88-04916.24] 如果强调外不环境
[04916.24-04917.64] 强调外引
[04917.64-04918.60] 如果提干多提到的
[04918.60-04920.84] 那就是两者的统一
[04920.84-04921.80] 所以在这里面
[04921.80-04923.56] 这是我们所说的
[04923.56-04925.08] 对立统一规律当中
[04925.08-04926.28] 全部的那种
[04926.28-04927.32] 同们回去的时候
[04927.32-04928.12] 你老板他的点
[04928.12-04930.92] 输立的非常非常清晰
