[00000.00-00006.54] 好的,我们看完了飞机属元素以后,我们来看一下第二个部分,就是常见的金属元素
[04776.92-04779.56] 摩擦记轻松压制的效果更好
[04779.56-04781.08] 第二个呢就在这里面
[04781.08-04783.56] 我们说了坚摩擦记轻松压制的效果更好
[04783.56-04785.96] 一般情况之下就是熟水的时候
[04785.96-04788.52] 摩擦记的效果会更多一些
[04788.52-04791.40] 我们刷牙大都是先习惯了
[04791.40-04792.80] 是先喝一口水
[04792.80-04794.76] 然后再开始刷或者是把那个
[04794.76-04797.08] 起的牙膏的鱼牙刷站一下水在刷
[04797.08-04798.44] 对吧就是你感觉这时候
[04798.44-04801.52] 刷起来不是特别不得经ers嘛
[04801.52-04803.12] 对吧所以这时候你会站水刷
[04803.12-04805.12] 但是一般情况之下就是站水
[04805.12-04807.12] 它的摩擦效果会差一点
[04807.12-04809.88] 所以对牙齿的清清程度会相跟合小一些
[04809.88-04811.68] 所以它当时考慍一个选项
[04811.68-04813.32] 这是干 干之刷牙
[04813.32-04815.32] 当然它选项不是干之刷牙了
[04815.32-04817.92] 我们大白化的意思是干之算业
[04817.92-04821.24] 干之算业和我们所说的用水之后拿着效果好
[04821.24-04824.84] 指定是我们所说的干之算业的效果好
[04824.84-04825.92] 而且大注意
[04825.92-04827.72] 你这个刷起来的泡沫
[04827.72-04829.32] 就是磨擦记在牙齿上
[04829.32-04831.12] 流流的时间越长
[04831.12-04832.08] 当然不能太长
[04832.08-04833.88] 牙齿上停留的时间长
[04833.88-04835.72] 它的清局效果会更好
[04835.72-04836.68] 这是雅高
[04836.68-04838.08] 大注意下这个磨擦记
[04838.08-04840.12] 第二个就是第四个点代要注意
[04840.12-04841.12] 就是塑料桶
[04841.12-04844.00] 塑料桶它其实不能长期存放使用油
[04844.00-04845.04] 比如说那种
[04845.04-04847.04] 白色的那种塑料桶
[04847.04-04848.56] 然后在里面装上都有
[04848.56-04849.88] 什么的这种东西不行的
[04849.88-04850.72] 因为塑料桶
[04850.72-04852.28] 它本身是合成数值
[04852.28-04853.68] 你放鲜长了之后
[04853.68-04855.52] 塑料就融于食物当中了
[04855.52-04857.08] 最后人吃了会对着铁
[04857.08-04857.92] 入害
[04857.92-04859.00] 所以生活中的长时
[04859.00-04860.28] 大家注意一下第三点和
[04860.28-04861.52] 第四点就OK了
[04861.52-04864.96] 这个是我们所说的整个
[04864.96-04866.40] 这块些知识的全部内容
[04866.40-04867.68] 在画这些后部分
[04867.68-04868.80] 给大家讲了物理变化
[04868.80-04869.76] 画一变化的
[04869.76-04870.32] 去分
[04870.32-04871.52] 是我生生心物质
[04871.52-04872.32] 在画一变化
[04872.32-04873.84] 当中最长件的氧化反应
[04873.84-04876.76] 大家注意一下生就和人生的三个条件就行了
[04876.76-04877.68] 那最后一个点
[04877.68-04878.84] 我们就来看了一下
[04878.84-04880.20] 是生活中的话
[04880.20-04882.04] 只是大家知道一下羊膏
[04882.04-04882.68] 塑料头
[04882.68-04883.40] 就OK了
[04883.40-04883.72] 好
[04883.72-04885.12] 到这我们就把整个
[04885.12-04887.60] 坏了支持的那种全部都给大家讲完了
[04887.60-04888.50] 同没有把这个地方
[04888.50-04889.40] 书里清楚
[04889.40-04891.76] 而且你觉得这个书上那种派繁载的话
[04891.76-04894.36] 就把它书里程像我一样的这样的一个框架
[04894.36-04897.40] 我们这个时候看的时候就会清晰很多
[04897.40-04897.88] 好的
[04897.88-04899.48] 这个就是化学知识了
