[00000.00-00001.80] 今天来聊聊
[04506.06-04507.86] 产缘之盟
[04507.86-04508.86] 产之盟
[04508.86-04510.94] 产之盟签订的100多年里面
[04510.94-04513.82] 其实了谣和北送之间的问题
[04513.82-04514.82] 充足还不对
[04514.82-04517.38] 那直到一个国家政权的出现
[04517.38-04519.38] 这个就是我们所说的经过
[04519.38-04519.92] 对吧
[04519.92-04521.72] 经过是先灭了
[04521.72-04522.52] 了过
[04522.52-04525.32] 然后经过又灭了我们所说的北松
[04525.32-04526.28] 又灭了北松
[04526.28-04528.22] 所以经过灭北松啥事呢
[04528.22-04529.42] 就是我们所说的
[04529.42-04531.06] 经康执池
[04531.06-04532.26] 就是我们经康执池
[04532.26-04533.58] 所以经康执池在这里面
[04533.58-04534.90] 需要同们是掌握的
[04534.90-04537.34] 第一个发生在哪些皇帝时期
[04537.34-04538.50] 第二个在这里面
[04538.50-04539.94] 它所设计到的一些文学
[04539.94-04541.00] 有时候继续作品
[04541.00-04542.90] 大家要能够去注意
[04542.90-04545.42] 这是我们所说的从时间重下来说
[04545.42-04547.54] 但是如果就整个北送时期来看的话
[04547.54-04549.00] 已经非常重要的事情
[04549.00-04551.98] 就是玩时变法是发生在神宗时期
[04551.98-04554.70] 需要他们找过玩时变法的原因
[04554.70-04557.74] 玩时变法的措施以及它的亲力心证的对比
[04557.74-04559.22] 这时候我们所说的北送
[04559.22-04561.82] 到金康支持的时候北送灭亡
[04561.82-04564.30] 而北送灭亡之后就进入到了什么呢
[04564.30-04568.14] 北送灭亡之后就进入到了我们所说的南宋时期
[04568.14-04569.74] 南宋的开国皇帝
[04569.74-04573.02] 大家都知道是宋辉宗的第九个儿子
[04573.02-04574.62] 是宋清宗的弟弟
[04574.62-04576.72] 所以在这里面他建立了南宋
[04576.72-04578.72] 所以南宋在这里面大家要知道
[04579.74-04580.86] 第一个高宗
[04580.86-04584.02] 南宋他称率是在硬片称率
[04584.02-04587.42] 但是都凝安同时要掌握的硬片和凝安在
[04587.42-04591.22] 第二个高宗时期发生了我们所说的少星和一
[04591.22-04593.42] 这个大家要知道生了和一标区入
[04593.42-04595.82] 在这个时期我们解决了
[04595.82-04598.22] 其实是南宋和经过之间的矛盾
[04598.22-04601.02] 所以当时路由就有了一首师来形容
[04601.02-04603.62] 我们所说的金和宋之间
[04603.62-04605.94] 而当时在送出现了很多英雄
[04605.94-04608.54] 这里面就最为点形的越赔抗金
[04608.54-04610.86] 在越赔身上出现的点
[04610.86-04611.82] 大家知道
[04611.82-04613.02] 第一个中心四顿
[04613.02-04613.54] 那四顿
[04613.54-04614.46] 第二个成余
[04614.46-04618.74] 第三个就是他的文学作品当中的满江红
[04618.74-04620.42] 咱们前面其实是讲过的
[04620.42-04622.82] 这是我们所说的越赔抗金
[04622.82-04625.82] 而南宋他和经过有矛盾
[04625.82-04626.22] 对吧
[04626.22-04628.06] 南宋和经过有矛盾
[04628.06-04629.94] 而这有说蒙古功打经过
[04629.94-04632.34] 所以南宋就和蒙古连手
[04632.34-04633.58] 南宋和蒙古连手
[04633.58-04636.58] 那经过被拿下 经过被拿下 蒙古下一个字外谁
[04636.58-04639.98] 就打南宋 所以就出现了文天祥抗元的事情
[04639.98-04643.38] 文天 抗元文天祥的两个注作同学要掌握
[04643.38-04646.58] 那最后南宋没有挺住 还是灭亚了
[04646.58-04650.48] 南宋灭亚了之后就建立了原炒 建立了原炒
[04650.48-04656.98] 而原炒的建立和两个人分不开 一个是同一蒙古内部的成绩思汉
[04656.98-04659.38] 一个是建立原炒的苦比烈
[04659.38-04662.78] 所以大家知道建立原朝原朝的名字取自于京
[04662.78-04666.08] 第二个低个手里民族政权第三个将于面具
[04666.08-04667.18] 非常大
[04667.18-04668.88] 那一带说到将于面具多大
[04668.88-04670.98] 然后说一道什么问题的什么大家都知道
[04670.98-04671.98] 行了是这句话
[04671.98-04672.78] 没卖了吧
[04672.78-04676.78] 这个就是我们所说的有关于整个送缘
[04676.78-04678.28] 它的一个朝代的更点
[04678.28-04680.48] 所以同时们一定在这个学习刚争
[04681.28-04683.38] 有这样的一个框架的意识和概念
[04683.38-04685.48] 有了这个框架意识和概念是后呢
[04685.48-04686.78] 你在回头去疏理它
[04686.78-04689.08] 就会发现原来他们其实是一条线的
[04689.08-04692.48] 所以我们建议在学历史的时候也时间重线为主
[04692.48-04695.16] 其他的事件补充为复
[04695.16-04696.76] 这个是我们所说的
[04696.76-04698.16] 孙元大宋元
