[00000.00-00006.66] 好的,同学们,我们书接上回进入到第二节内容的学习,就是我们所说的先行
[01229.96-01230.94] 不太愿意笑
[01230.94-01233.42] 那这个时候周优王为了不太一笑呢
[01233.42-01234.58] 就用情况之下
[01235.18-01237.42] 就把他带去了我们所说的风管台
[01237.42-01238.66] 然后带着问问他之后呢
[01238.66-01239.66] 然后就点上廊
[01239.66-01241.30] 然后这种情况之下
[01241.30-01243.22] 诸后一看的天的大哥有呢
[01243.22-01245.02] 那这时候我们就赶紧去保护他呀
[01245.02-01247.50] 于是跑到这之后发现没有事
[01247.50-01248.94] 来来回归点了好几次
[01248.94-01250.14] 但也不知道这个美女啊
[01250.14-01250.90] 是什么习惯
[01250.90-01252.94] 一看到那个珠口被洗爽了之后
[01252.94-01254.30] 就跟人家在那乐
[01254.30-01255.34] 所以在这种情况之下
[01255.34-01257.06] 就出现了一个历史点顾
[01257.06-01257.90] 同一面要记得
[01257.90-01259.82] 这个历史点顾和周囂网友观
[01259.82-01262.14] 就叫做风火洗珠口
[01262.14-01263.74] 这叫做风火洗珠口
[01263.74-01264.62] 所以在这里面
[01264.62-01266.30] 我们都知道 风火吸出后
[01266.30-01269.18] 其实就是周园网板的狼来了的故事
[01269.18-01270.54] 对吧 点了四复多了
[01270.54-01273.58] 最后我们所说的全荣来灭它的时候
[01273.58-01275.34] 真的就没有人来管他了
[01275.34-01277.54] 所以在这里周园网当中有一个点顾
[01277.54-01280.34] 叫做风火吸出后 大家要稍微注意一下
[01280.34-01281.26] 这是第一个
[01281.26-01282.42] 需要我们去掌握的点
[01283.34-01284.78] 那第二个呢 在这里
[01284.78-01287.02] 既然出现了风火吸出后这个点
[01287.02-01288.78] 这里面就会出现一个
[01288.78-01291.98] 我们所说的叫做风火台的这样的一个东西
[01291.98-01293.18] 那这个风火台呢
[01293.18-01297.14] 经常会考察说峰伙台和什么建筑有关
[01297.14-01302.60] 能够在峰伙我们所说的和峰伙台有关的建筑
[01302.60-01304.44] 其实就是我们所说的什么
[01304.44-01306.24] 就是我们所说的长城了
[01307.64-01309.50] 就是我们所说的长城了
[01309.50-01311.68] 这里面其实会有同学产生一份说
[01311.68-01312.84] 老师那不对
[01312.84-01315.82] 长城不是秦朝的时候修
[01315.82-01318.16] 后来明朝的时候又凶
[01318.16-01319.22] 同一边要注意一下
[01319.22-01322.22] 这也是要给同一边去纠任的这样的一个考察点
[01322.22-01324.22] 我们所说的这个长城的修件
[01324.22-01327.34] 它其实最早可以追速到西州
[01328.34-01332.06] 是最早是可以追速到西州时期的
[01333.66-01335.70] 而西州之后我们所说的
[01335.70-01337.50] 到了春秋战果的时候
[01337.50-01340.50] 因为我们都知道春秋时期要争败
[01340.50-01344.18] 所以春秋时期争败的时候就要搞防禁战
[01344.18-01347.46] 所以就达到了处长城的第一个高朝
[01349.82-01351.50] 达到了处长城的
[01351.50-01353.04] 第1个高潮
[01353.28-01356.74] 而在春秋之后就进入到了战国17
[01356.74-01359.38] 而战国的情潮统与六国之后
[01359.38-01361.56] 其实还为了抵预凶努
[01361.56-01363.14] 所以在情潮的时候
[01364.48-01365.32] 那注意一下
[01365.58-01367.84] 从情潮的时候就开始
[01368.14-01374.14] 我们所说的联修或者是要把他所修键的长城和战国17的长城联在块
[01374.14-01378.18] 所以他在这里就联修长城以抵预凶努
[01378.18-01379.98] 而在这里面还有一个故事
[01379.98-01382.78] 就大家都熟悉的就是孟江女库长城
[01382.78-01384.38] 所以自秦朝开始
[01384.38-01386.58] 我们有了万里长城这一说
[01388.78-01390.38] 有了万里长城这一说
[01390.38-01392.98] 但是秦朝修建的这个长城
[01392.98-01394.98] 在后序的国家站的当中
[01394.98-01396.98] 就努力去序的就毁掉了
[01396.98-01397.78] 就没有了
[01397.78-01399.58] 所以在这个时候我们都知道
[01399.58-01402.38] 在后面我们所说的到了明朝十七
[01405.58-01406.78] 到了明朝十七
[01406.78-01410.18] 我们是有了历史上是最后一次修长城
[01413.88-01416.38] 我们所说的真正意义上那种修案
[01416.68-01421.08] 这种情况之下我们现在所看到的长城大多州是明长城
[01424.98-01427.38] 现在看到大多州是明长城
[01427.68-01430.48] 这里面其实就是和长城有关的相的知识点
[01430.68-01432.18] 它一般城然后怎么考察呢
[01432.18-01434.58] 就第一個我們都知道風火台和什麼建築
[01434.58-01436.34] 我們大家知道常常有關
[01436.34-01438.62] 第二個常常的修建並非詞
[01438.62-01439.94] 情朝才開始
[01439.94-01442.90] 而是從我們所說的西州時候就開始了
[01442.90-01443.82] 這第一個點
[01443.82-01446.94] 第二點就是萬里常常是從誰的時候開始的
[01446.94-01447.94] 從清朝開始的
[01447.94-01448.90] 第三一個就是
[01448.90-01450.74] 我們現在所看到的常常
[01450.74-01453.62] 他不是情常常而是名常常
[01453.62-01456.42] 這個是在文學上普遍考察的點
[01456.42-01458.42] 當然如果我們有山東的同學
[01458.42-01460.42] 在學習這個部分的內容的話
[01460.42-01462.18] 我希望同行稍微注意一下
[01462.18-01464.10] 因为在考山东省床的时候
[01464.10-01465.66] 会考到我们所说的
[01465.66-01467.98] 在战过世界修建的旗场场
[01467.98-01471.66] 就像是当地的省床武官同行没有改变注意
[01471.66-01472.26] 好吧
[01472.26-01473.78] 这个就是我们所说的
[01473.78-01475.02] 西州的灭亡了
[01475.02-01476.14] 就西州的灭亡
[01476.14-01477.46] 西州灭亡之后
[01477.46-01479.18] 西州的历史就结束了
[01479.18-01482.14] 我们接下来就可能要进入到动州时期了
[01482.14-01483.78] 我们在正式进入到
[01483.78-01484.86] 动州的讲解之前
[01484.86-01486.62] 咱们来看一个题目
[01486.62-01488.58] 说西州时的租幼王位博
[01488.58-01491.74] 包子一笑点燃了 峰伙台 西弄了出口
[01491.74-01494.72] 说那峰伙台 宽南 工程有关 咱们刚刚说完
[01495.50-01498.30] 是和长城有关 是个长城的关
[01498.56-01500.36] 好 这是我们所说的西州
[01500.62-01506.24] 那西州结束了之后 那我们就进入到了东州时期 那我们都知道东平王东前落益
[01506.50-01508.04] 使昕我们所说的 东州
[01509.06-01511.10] 而这里面的这个落益 大家知道是哪儿啊
[01511.62-01514.18] 这个落益呢 其实就是我们今天的河南
[01514.18-01518.68] 落阳,所以就开始了,东州,东州是分成两个时期的
[01518.68-01526.88] 一个时期,叫做春秋时期,一个时期叫做战国时期,是些有春秋后有战国后战国
[01526.88-01535.38] 我们知道东平王东前落一之后,进入到了东州时期,平王去世之后,他的儿子叫做周环王,环王几位了
[01535.38-01537.94] 黃王紀委之後這種情況之下大家都知道
[01537.94-01539.38] 我們所說的
[01539.38-01542.26] 這種一般情況之下我們都說其他的主好
[01542.26-01544.98] 他其實都是我們所說的州網的服務
[01544.98-01546.50] 要向州王朝進的
[01546.50-01549.34] 但是平王去世 黃王紀委之後
[01549.34-01551.74] 當時的珠果裡面有一個正當中
[01551.74-01553.42] 就是正國的州好
[01553.42-01555.26] 正當中其實不滿緩緩
[01555.26-01557.22] 黃王跟他說說你來朝進我吧
[01557.22-01559.30] 正當中說你誰要平常去
[01559.30-01560.98] 於是不服他就不去
[01560.98-01563.22] 他不去的話 州皇安臉還沒面子
[01563.22-01567.18] 我說我這這人來跟我一塊兒說你來給我拜拜我是你大哥
[01567.18-01570.06] 我是你共主你居然都不來那這種情況之下呢
[01570.06-01575.98] 他就稅定去討伐我們所說的這個政壯公結果去討伐人家的時候沒打過人家
[01575.98-01579.98] 不僅沒打過人家還被人家一下次用建設商了肩膀
[01579.98-01582.18] 這種情況之下大家就知道玩樂對吧
[01582.18-01586.78] 周王朝世威天下的共主那啥要對吧打打不過
[01586.78-01589.66] 然後這種情況之下又不是非常的情證
[01589.66-01592.86] 於是在這種情況之下呢去豬豪就知道
[01593.22-01597.32] 這個周望不醒了,於是豬口開始爭霸
[01597.32-01601.92] 就進入到了或者是拉開了我們所說的春秋爭霸的這個群目
[01601.92-01604.22] 春秋爭霸的過程當中
[01604.22-01608.52] 陸續豬口國節起,於是就了我們所說的春秋五霸
[01608.52-01611.32] 在春秋五霸裡面,同一美一料記的
[01611.32-01615.52] 我們所說的春秋五霸在考試的時候,它其實有三種考察方式的
[01615.52-01620.12] 那三種考察方式第一個,這是考春秋五霸有哪些
[01620.12-01622.28] 第一个我们考察实际
[01622.28-01623.80] 第二个大家知道
[01623.80-01625.60] 他也会考察地域
[01625.60-01627.68] 我们大部分的这些中国
[01627.68-01629.20] 都是在黄河流域的
[01629.20-01631.12] 但是有一些在长江流域
[01631.12-01633.24] 这种情况这些就会考察地域
[01633.24-01637.08] 第三个也是我们在文学考试当中最长好的
[01637.08-01638.56] 这会考察到什么呢
[01638.56-01641.56] 就是我们所说的点顾
[01641.56-01642.64] 所说点顾
[01642.64-01644.76] 就是7000公斤上什么样的故事
[01644.76-01646.12] 和哪些人物有关
[01646.12-01647.76] 发现在哪个朝代
[01647.76-01649.24] 哪个十七等等
[01649.24-01652.46] 那这种情况之下就会把这三个放在一块来考察
[01652.46-01654.82] 那我们就需要主义来去看一下
[01654.82-01655.94] 那春秋五八呢
[01655.94-01657.74] 其实是有两种说法的
[01657.74-01658.98] 其中一种说法也说
[01658.98-01661.52] 我们在目前最为常见的一种说法
[01661.52-01663.12] 就说春秋五八有谁呢
[01663.12-01664.28] 有其环功
[01664.28-01666.08] 就是我们所说的工子小白
[01666.08-01667.06] 送相功
[01667.06-01668.12] 有进门功
[01668.12-01668.96] 秦沫功
[01668.96-01670.36] 以及处装王
[01670.36-01671.44] 这是一种说法
[01671.44-01672.56] 那另外一种说法呢
[01672.56-01674.58] 就是除了我们所说的
[01674.58-01675.20] 其环功
[01675.20-01676.94] 进门功和处装王之外呢
[01676.94-01679.86] 他把原本的送相功和秦木功换成了
[01679.86-01682.90] 是有无王和鱼以及月王勾建
[01682.90-01685.26] 所以在这里面我们所说的春秋五半
[01685.26-01688.14] 他其实有两种说法一种两种说法
[01688.14-01689.74] 这两种说法的不同
[01689.74-01692.26] 其实就可以有两种考察方式
[01692.26-01694.18] 低游考察方式就问
[01694.18-01696.58] 在春六五八当中都提到的是谁
[01696.58-01698.10] 那第二种考察方式就说
[01698.10-01701.82] 在春秋五八当中可能会出现不同的又是谁
[01701.82-01704.62] 所以同时我们在这里要知道我们所说的
[01704.62-01706.62] 两种说法当中
[01706.62-01709.62] 其他官官计文共和楚装王是都在的
[01709.62-01711.62] 其他那个是在不同的
[01711.62-01713.62] 我们所说的记载当中
[01713.62-01714.62] 他的内容是不一样的
[01714.62-01717.62] 这是第一个我们要知道春秋五八是谁
[01717.62-01719.62] 第二个我们就要去明白
[01719.62-01721.62] 无论是说法一还说法二
[01721.62-01723.62] 我刚才说了大部分的主侯
[01723.62-01725.62] 其实都是在黄荷流域的
[01725.62-01727.62] 在这里面我们来看一下
[01727.62-01729.62] 在我们的说法一当中
[01729.62-01731.62] 大家知道我们所说的
[01731.62-01735.46] 送相公禁文公和秦木公是在黃河留律
[01735.46-01738.02] 而我們所說的處裝往金處一代
[01738.02-01739.30] 他其實是在什麼呢
[01739.30-01741.34] 他其實是在長江留律
[01741.34-01742.90] 他其實是在長江留律
[01742.90-01745.18] 包括我們所說的汪河留和溫暉的
[01745.18-01747.74] 溫暉的這兩個人也是在我們所說的
[01747.74-01749.02] 長江留律的
[01749.02-01750.82] 所以他們幾個是在地域上
[01750.82-01753.14] 會有一些不一樣的地方
[01753.14-01754.66] 會有些不一樣的地方
[01754.66-01756.18] 這是我們所說的
[01756.70-01757.74] 這幾個
[01757.74-01758.74] 這幾個是第二個
[01758.74-01761.06] 我們要記住他的地域
[01761.06-01763.06] 那在整个春期五巴当中
[01763.06-01764.04] 我们要来看一下
[01764.04-01764.78] 在春期五巴
[01764.78-01766.14] 他陆续的绝启当中
[01766.14-01769.24] 这些人物都发生了一些什么样的故事
[01769.24-01770.54] 在春期五巴当中
[01770.54-01771.90] 第一个绝启的霸主
[01771.90-01773.06] 其实大家都知道
[01773.06-01774.38] 春期五巴当中的
[01774.38-01775.26] 第一个霸主
[01775.26-01776.66] 其实就是我们所说的
[01776.66-01777.62] 期环功
[01777.62-01778.86] 就是我们所说的期环功
[01778.86-01780.54] 期环功也就是我们常说的
[01780.54-01781.66] 工子小白
[01781.66-01783.42] 那期环功身上的点贡
[01783.42-01785.06] 其实是有很多的
[01785.06-01788.18] 那这几个都需要同学们去实际
[01788.18-01789.14] 那首先第一个呢
[01789.14-01790.10] 就是我们所说的
[01790.10-01791.64] 叫做長少之戰
[01791.64-01793.44] 那長少之戰的當中
[01793.44-01794.84] 同學們需要實際的點
[01794.84-01795.98] 其實有兩個
[01795.98-01797.38] 在長少之戰身上
[01797.38-01798.34] 學還有兩個點
[01798.34-01800.00] 同學們在旁邊記一下
[01800.00-01800.70] 第一個點
[01800.70-01802.58] 同學要知道長少之戰
[01802.58-01804.52] 他是發生在春秋時期
[01804.52-01806.68] 拿兩個國家之間的戰爭
[01806.68-01807.46] 這是第一個
[01807.46-01808.16] 大家知道
[01808.16-01810.70] 長少之戰和長平之戰不一樣
[01810.70-01813.14] 長少之戰是發生在其國
[01813.14-01814.18] 和我們所說的
[01814.18-01815.86] 路國之間的戰爭
[01817.06-01818.86] 是發生在山東內湖的
[01818.86-01819.88] 是我们所说的
[01819.88-01822.44] 其国和鲁国之间的战争啊
[01822.44-01824.86] 那这个长少之战打完了之后呢
[01824.86-01826.80] 其实是鲁国货盛了
[01826.80-01828.74] 那为什么其国和鲁国会打起来呢
[01828.74-01830.38] 其实原因是因为当年
[01830.38-01831.66] 其相公去世
[01831.66-01833.20] 其相公去其国公他跌
[01833.20-01834.54] 这他跌去世之后呢
[01834.54-01835.88] 他跌有两个儿子
[01835.88-01837.42] 一个呢叫做公子纠
[01837.42-01838.82] 一个叫做公子小白
[01838.82-01840.10] 公子小白就其国公
[01840.10-01841.64] 凉儿一看我的天的跌死了
[01841.64-01842.16] 对吧
[01842.16-01842.96] 那这种情况之下
[01842.96-01844.96] 赶紧回去继承王位
[01844.96-01845.98] 那谁先到
[01845.98-01847.86] 是什么谁就先能够继承王位呀
[01847.86-01850.16] 所以當年魯莊宏送誰呢
[01850.16-01853.42] 當年魯莊宏是互送其還工的
[01853.42-01855.78] 另外一個兄弟公子就回國
[01855.78-01857.70] 然後在互送他的徒中呢
[01857.70-01858.98] 和齊軍打起來了
[01858.98-01859.70] 結果呢
[01859.70-01862.10] 這時候魯莊沒打過人家打敗了
[01862.10-01863.22] 所以這幾年呢
