[00000.00-00005.92] 好,接着来学习一下马征英当中的第二章就是资本主义的本质
[04533.02-04535.86] 盛宇家值的资本化就叫做资本纪令
[04535.86-04537.22] 所以资本纪令当中说了
[04537.22-04538.98] 盛宇家值是资本纪令的
[04538.98-04539.62] 原权
[04539.62-04541.02] 那資本基礎用來幹嘛呢
[04541.02-04542.46] 用來擴大在生產
[04543.66-04546.58] 所以我們說了資本基礎是擴大在生產的圓權
[04546.58-04549.66] 擴大在生產就會順於到買多少人買多少物
[04549.66-04551.70] 就會順於到資本的有機構成
[04551.70-04553.78] 所以資本有機構成技術構成決定
[04553.78-04556.18] 一定是數量便才能交有機構成
[04556.18-04558.02] 價值便不交有機構成
[04558.02-04559.70] 那這裡沒叫資本有機構成
[04559.70-04562.50] 在資本的有機構成當中就會提到數量
[04562.50-04565.38] 那在數量當中就會順於到數量配比的問題
[04565.38-04567.26] 我們得出來以這個結論就是
[04567.26-04569.26] 買更多的機器也買更少的人
[04569.26-04571.62] 那这种情况之下 机器越多人越少
[04571.62-04573.62] 就会产商 生云
[04573.62-04576.70] 这个生云就是自分主义经济危机的 实质
[04576.70-04578.70] 那打破这个经济危机怎么办
[04578.70-04580.26] 没有办法 只能退反它
[04580.26-04582.46] 那这是我们所说的 疫条主线
[04583.34-04584.46] 和几个概念
[04584.46-04587.82] 那还有一些其他的基本概念 自分州转一自分循环
[04587.82-04590.10] 自分循环大叫知道对应
[04590.98-04592.90] 转一圈叫做循环
[04592.90-04594.50] 转好多圈 叫做州转
[04594.50-04596.70] 州转的快慢 和什么有关呢
[04596.70-04599.90] 周转的快慢和速度有关和时间
[04599.90-04602.58] 租转的快慢大距像这个地方
[04602.58-04605.90] 周转的快慢和时间成繁笔
[04605.90-04608.90] 和我们所说的次数成政筆
[04608.90-04611.06] 把这个就能够搞清楚就行了
[04611.06-04612.50] 其实就是这么点东西
[04612.50-04614.90] 那条主线把握住就全都OK了
[04614.90-04618.10] 这个就是马斯嘴正如军旅学的全部内容
[04618.10-04620.10] 第一张我们要做重点理解
[04620.10-04622.02] 因为它考察很多理解形的题目
[04622.02-04624.42] 第二张我们叫做主线的书里
[04624.42-04627.76] 因为苏里青春主线就知道他本质是什么了
[04627.76-04630.26] 好 那马征金到此就结束了
