[00000.00-00004.08] 好,我们接下来看第六节就是新西技术
[04343.40-04345.40] 这种就是我们所说的这种VR技术
[04345.40-04347.76] 比如说你看你去到那个VR甜管列
[04347.76-04349.64] 它就有很多那种作语
[04349.64-04351.04] 然后你在那个作语上
[04351.04-04352.52] 然后你就坐在那儿
[04352.52-04353.60] 你可以去点偏子吗
[04353.60-04354.80] 你想体验哪一个皮儿
[04354.80-04357.12] 我当时看了一个就是什么意识飘流啊
[04357.12-04357.60] 这种
[04357.60-04359.16] 然后它就是说你
[04359.16-04361.16] 然后强了之后能交钱吗
[04361.16-04361.68] 交钱之后
[04361.68-04363.20] 它就给你领到那个管内
[04363.20-04364.36] 然后给那个管内之后
[04364.36-04367.20] 然后它就给你找一个那种作语
[04367.20-04368.28] 然后像给你包起来
[04368.28-04369.68] 我感觉像个交脑一样
[04369.68-04371.12] 然后就坐在那个里面
[04371.12-04372.12] 坐在那个里面之后
[04372.12-04373.52] 然后这种情况之下
[04373.52-04377.00] 他就给你说一下说这个语字
[04377.00-04378.24] 是可以专动的
[04378.24-04382.16] 然后你或者可以跟着你的这个试角去选择这个语字
[04382.16-04383.60] 然后第二个呢他会跟你说同时
[04383.60-04384.76] 你戴上那个眼睛
[04384.76-04386.32] 然后呢你就可以思数看
[04386.32-04387.48] 这个都是可以动的
[04387.48-04389.48] 然后告诉你怎么去操作啥啥的
[04389.48-04391.64] 然后那你这个时候你就坐在那个地方
[04391.64-04393.08] 就跟着语字就专
[04393.08-04394.52] 然后我当时就看那个意识漂亮
[04394.52-04396.68] 从那到那我就感觉我专了好多圈
[04396.68-04398.32] 就有一种深林奇径的感觉
[04398.32-04399.32] 但是这种深林奇径
[04399.32-04400.32] 他这种什么
[04400.32-04401.12] 模拟环境
[04401.12-04402.52] 他是真实存在的吗
[04402.52-04404.06] 它其实不是真是存在的
[04404.06-04405.92] 換句话说它是假的
[04405.92-04409.16] 但是这种模拟的环境其实就给了我们一种
[04409.16-04411.54] 比较真的这种体验感
[04411.54-04413.56] 所以这是我们所说的叫做虚拟现实
[04413.56-04415.26] 所以现在的这种VR眼镜
[04415.26-04416.44] VR这种技术
[04416.44-04420.64] 你待会眼镜知道好像是在哪里好像是在一个什么样的场合当中
[04420.64-04423.60] 这个其实就是我们所说的叫虚拟现实技术
[04423.60-04424.84] 这个叫做VR
[04424.84-04428.44] 第二叫AAR叫做增强现实技术
[04428.44-04429.64] 把这个标出出来
[04430.28-04432.24] AAR叫做增强现实技术
[04432.24-04435.12] 他是真实和虚你的叠加
[04435.12-04439.44] 他也就是你看他说了说通过多媒体三位建模实实跟踪
[04439.44-04441.44] 智能交互传感的多少技术
[04441.44-04446.04] 他说实真实环境和虚拟环境体验叠加到一块
[04446.04-04448.32] 这个时候就叫做我们所说的什么
[04448.32-04450.16] A2就叫做A2
[04450.16-04453.16] 所以这个就是我们所说的叫做增强现实技术
[04453.16-04455.44] 比如他通过不断的去现任
[04455.44-04456.56] 现任或者是建模
[04456.56-04458.16] 把你现在所处的
[04458.16-04460.40] 这个失灵期间的环境进入去加强
[04460.40-04463.20] 这种就是我们所说的叫做现实增强
[04463.20-04463.84] 这个叫做
[04463.84-04464.52] A2
[04464.52-04465.12] 大家注意一下
[04465.12-04466.16] A2是假的
[04466.16-04467.24] A2是真的
[04467.24-04469.48] 能不能把假的和真的搞在一块有
[04469.48-04471.24] 假的和真的搞在一块的叫什么
[04471.24-04472.76] 就要混合现实技术
[04472.76-04473.28] 叫做
[04473.28-04473.92] iMr
[04473.92-04476.36] 和mr是续你一些技术的技术发展
[04476.36-04477.40] 在续你环境当中
[04477.40-04478.52] 引入到现实场景
[04478.52-04480.12] 这个就是iMr
[04480.12-04481.16] 你说老师
[04481.16-04482.72] A2和mr什么样呢
[04482.72-04483.56] 我也不知道
[04483.56-04484.32] 没有体验过
[04484.32-04486.64] 因为这两项技术已经提出来了
[04486.64-04488.40] 梦前正在研发当中
[04488.40-04489.72] 还没有投入到商用
[04489.72-04492.76] 所以我也只能靠想象 但是感受不到
[04492.76-04494.44] 那现在大家很提到那种
[04494.44-04495.80] 它就有点累虽那种感觉
[04495.80-04497.32] 但是大家现在看晚上
[04497.32-04500.04] 我就相信有很多小孩跟我一样嘛
[04500.04-04501.80] 是不是正在经历的剪辉
[04501.80-04503.24] 对吧 我也是正在
[04503.24-04505.08] 最近体重增在恢复当中
[04505.08-04506.68] 那这个时候就要一十运动
[04506.68-04507.64] 二十控制演示
[04507.64-04509.56] 但是我这个人能玩着控制不住
[04509.56-04511.80] 总在半夜忙完击那个工作的时候
[04511.80-04513.24] 我就喜欢刷一刷
[04513.24-04514.52] 别人做饭的视频
[04515.24-04517.88] 我在晚上关注了很多这种吃的这种
[04517.88-04521.02] 阿布主,对完比有时候像那个道月射
[04521.02-04522.92] 还有我们所说的巴美
[04522.92-04525.72] 等等,不知道大家也没有跟我关注一样的
[04525.72-04527.68] 之前还有一个相分分的小考计
[04527.68-04529.48] 但后来,它就不再跟了
[04529.48-04531.84] 反正就是像这种就很多嘛,做饭了
[04531.84-04535.40] 做饭了之后,前来天那个巴美有看得做了一个冒口
[04535.40-04537.28] 因为那天有特别想吃冒菜
[04537.28-04539.64] 然后大家都在那里面流言,但不当中说
[04539.64-04541.44] 我都不敢想像太多好吃
[04541.44-04544.24] 然后大叫说,我希望以后有一款手机
[04544.24-04545.92] 是能够文字的那种手机
[04545.92-04547.52] 对吧 那你看它这种想法
[04547.52-04548.80] 其实可以通过什么
[04548.80-04551.16] 可以通过这种技术来实现
[04551.16-04552.28] 那其实就是说的
[04552.28-04553.92] 按文文手机是你这边
[04553.92-04554.68] 它在那做
[04554.68-04556.28] 然后这边的味道就传到你身上
[04556.28-04559.80] 那这个时候就可以通过这种虚拟和现实相结合的技术
[04559.80-04562.72] 来达到我们所说的文文手机的这种要求 对吧
[04562.72-04564.28] 所以这个就是我们所说的
[04564.28-04566.84] 这三个R,R,A,R,M,R
[04566.84-04568.00] 他们这三项技术
[04568.00-04569.40] 而且三上技术 我刚才说了
[04569.40-04570.64] 同瞄掌握住的就是
[04570.64-04571.96] 它的别称是什么
[04571.96-04573.36] 是要知道它具体含宴
[04573.36-04574.24] 第二就要知道
[04574.24-04575.24] 这三个
[04575.92-04585.82] 他的运用在哪里,同标了在旁边,就是他会运用到运语之后当中,就是运语之后他的生成,他其实和这三项技术分不开。
[04585.82-04591.02] 运语之后,概念大家其实早几年就听说了,就时大也都知道,什么运语之后,
[04591.02-04593.52] 然后就感觉听成好像哭哭的。
[04593.52-04600.92] 那这个运语之后,他到底是怎么回事呢?这个运语之后,他其实就相当于,大见了在线的线生活记录上,
[04600.92-04603.50] 大家有一个我们所说的虚拟世界
[04603.50-04606.62] 或者说大家有一个所谓的平行世界
[04606.62-04608.92] 它其实这个概念最开始是在一个
[04608.92-04610.60] 选换小说里面提出来的
[04610.60-04613.08] 那个小说是1992年的时候小说了
[04613.08-04614.92] 那个小说叫做雪崩
[04614.92-04616.30] 雪崩它提出来的概念
[04616.30-04617.82] 大家经常现在所提到的就是
[04617.82-04620.12] 赛博朋克,赛博朋克
[04620.12-04621.32] 它是两个因为单子
[04621.32-04623.32] 就是科技发展下的反抗者
[04623.32-04624.52] 所以这种赛博朋克
[04624.52-04626.92] 它本身讲的就是科技发展很快
[04626.92-04629.42] 但是人类很弱小的这种为何感染这种
[04629.42-04631.42] 然后在这个过程当中有人抗争 对吧
[04631.42-04633.26] 所以在学文这个小说里面
[04633.26-04634.50] 第一次提到了什么
[04634.50-04636.66] 原于州的概念 叫做Metal Wars
[04637.94-04641.26] 就是第一次提到了原于州的概念
[04641.26-04643.18] 所以在这里面我们就知道了
[04643.18-04645.50] 原于州其实来自于这个小说当中的
[04645.50-04647.98] 所以这个小要制度于开发原于州的人士
[04647.98-04650.62] 谁就是Facebook的创作者
[04650.62-04651.42] 创立者
[04651.42-04653.42] Facebook后来就改名叫了什么
[04653.42-04654.62] 概名就叫了Metal
[04654.62-04656.22] 他就从原本的这种
[04656.22-04657.70] 我们所说的社交媒体
[04657.70-04660.42] 就转现了我们所说的这个虚拟世界
[04660.42-04662.62] 所以当时的这个facebook的这个创建者呢
[04662.62-04664.62] 其实就说了他要改名叫 meta
[04664.62-04667.94] 就是要去制律于搞一个虚拟世界在
[04667.94-04669.42] 他这个虚拟世界是要干嘛呢
[04669.42-04672.98] 当时的这个facebook也就是我们所说的后来的这个 meta
[04672.98-04674.94] 他就自己做了一个实验
[04674.94-04675.70] 什么实验呢
[04675.70-04678.90] 就是做了一个叫做地平线工作室
[04678.90-04680.50] 搞了一个这样的一个虚拟会议
[04680.50-04681.94] 这个虚拟会议后我们现在什么
[04681.94-04682.74] 丁丁开会
[04682.74-04684.74] 微信开会这种视频会不太一样
[04684.74-04686.50] 他是一种实实的模拟的
[04686.50-04689.86] 比如说我们在订队会议上我在电脑内段在电脑的另一段
[04689.86-04692.06] 我们之间没有什么互动和交互的感觉
[04692.06-04694.18] 也不像失灵企业在卸下开会
[04694.18-04695.98] 卸下开会我们之间还能讨论讨论
[04695.98-04697.98] 但是卸上开会就不会这种
[04697.98-04701.62] 但是当时Facebook搞出来的地平线工作室
[04701.62-04703.22] 就是模拟开会这个环境
[04703.22-04704.66] 你只要带上这个眼睛
[04704.66-04707.10] 你就看到了你好像是在工作室里
[04707.10-04710.86] 他能够补着到你的眼睛的动向
[04710.86-04713.86] 然后身边的人的手指的这些他都能补着到
[04713.86-04715.46] 说好比说你再加
[04715.46-04717.98] 然后你就成建式的体验开会的中感觉
[04717.98-04719.46] 这种原理这个实现
[04719.46-04721.34] 或者它说的那个地平线工作室
[04721.34-04725.82] 它其实就是以为RBG口把这个虚拟世界和现实的相年了
[04725.82-04730.14] 它通过模拟你自身的情况和其他人这些身体的这种状况
[04730.14-04731.94] 给你们创建了一个假的会议室
[04731.94-04733.06] 你还是在你自己家里
[04733.06-04734.82] 但你好像是在这个会议室当中
[04734.82-04736.62] 所以这个就是我们所说的
[04736.62-04739.90] 当时Facebook和它搞出来的这样的一个
[04739.90-04741.22] 这是我们所说的这个
[04741.22-04742.78] 而在它的这个技术上
[04742.78-04745.42] 以VR和我们所说的MRRBG口
[04745.42-04749.06] 他就可以把原本的虚拟的东西和现实的一些虚拟
[04749.06-04750.86] 从而在虚拟世界当中
[04750.86-04754.78] 根据你的需要创造出各种各样满足女需求的东西
[04754.78-04756.02] 你的形象
[04756.02-04759.10] 我们所说的在这里面的你的家庭还行等等
[04759.10-04761.26] 都可以在虚拟世界当中实现
[04761.26-04764.50] 而这个虚拟世界就是我们所说的什么
[04764.50-04765.14] 原于之后
[04765.14-04767.38] 所以这几习是可以运动在什么当中
[04767.38-04767.94] 大主意
[04767.94-04770.22] 就是可以运动在原于之后当中的
[04770.22-04771.22] 所以到这里可以了
[04771.22-04772.98] 同时如果对原于之后感兴趣的话
[04772.98-04775.14] 也欢迎大家在评论区里面去讨论
[04775.14-04778.50] 但是在用式的层面上就掌握到这就可以了
[04778.50-04783.08] 这个就是我们所说的信息技术
[04783.08-04785.74] 信息技术用用当中的第4个
[04785.74-04788.94] 第5个就是我们所说的趋块练儿技术
[04788.94-04790.54] 在趋块练儿技术当中
[04790.54-04792.54] 大家知道这么几个点
[04792.54-04795.34] 趋块练儿它主要的应用
[04795.34-04798.54] 就是在于数字货币上同把这个标出来
[04798.54-04800.22] 什么叫做趋块练儿呢
[04800.22-04801.34] 所以趋块练儿呢
[04801.34-04803.94] 它其实本身上就是一个全民既然系统
[04803.94-04805.94] 所以的全民既然系統就舉個簡的例子
[04805.94-04808.04] 比如說我現在有一筆錢
[04808.04-04809.94] 然後我每花的每一份錢
[04809.94-04811.34] 原來我自己有一個張板
[04811.34-04813.04] 我說了我今天買東西花了一塊
[04813.04-04814.64] 然後明天買什麼花了兩塊
[04814.64-04816.04] 後天買什麼花了三塊
[04816.04-04818.34] 原本我只在我的自己的張板上記張
[04818.34-04821.94] 現在去花了2%的這種感覺就像是什麼
[04821.94-04823.34] 這個去花了這個感覺就是
[04823.34-04826.54] 現在我把我的這個記張系統向大家共拍
[04826.54-04827.84] 大家跟我一塊記張
[04827.84-04830.24] 比如說我今天買面包花了一塊錢
[04830.24-04832.74] 然後大家就在這個自己的張板上
[04832.74-04833.76] 每個人都借
[04833.76-04834.02] 說
[04834.28-04835.56] 結束千年的結論
[04835.56-04836.84] 今天每面包花了一塊錢
[04837.10-04838.12] 所有的人都借
[04838.12-04838.88] 那這種情況之下
[04838.88-04839.64] 他有一個好處
[04839.64-04840.68] 就全民借上的話
[04840.68-04841.96] 他就不太容易造假呀
[04842.22-04843.48] 那這次在這種情況之下
[04843.48-04845.54] 這是信息相對來說比較安全
[04845.80-04846.56] 那第二個就是
[04846.56-04848.10] 趨劃力的大業務發現一個情況
[04848.10-04850.14] 這他不在為了我一個人轉了
[04850.14-04851.44] 而是大家都借上
[04851.68-04853.22] 每個人都是中心
[04853.48-04855.28] 那在這裡面其實趨劃力而就是
[04855.52-04857.06] 他的最明顯的特點就是什麼呢
[04857.32-04858.86] 就是去中心化
[04859.10-04860.14] 那就去中心化
[04860.38-04862.18] 所以在這裡面由於去中心化呢
[04862.18-04864.70] 所以在这里面它的应用就可以干嘛
[04864.70-04867.22] 就可以应用到我们所说的数字货币上
[04867.22-04868.86] 像这个区块的这一属最开始
[04868.86-04869.78] 它提出来的时候
[04869.78-04871.54] 大家其实不得到怎么用的
[04871.54-04872.62] 后来的时候
[04872.62-04876.38] 就一个人叫做中本从的突然在
[04876.38-04877.98] 有一天在玩发了一个小区说
[04877.98-04879.18] 这个技术可以用
[04879.18-04880.90] 做它可以用它做那种
[04880.90-04882.06] 虚拟货币
[04882.06-04883.42] 这是我们所说的数字货币
[04883.42-04885.10] 然后大家就开始去做笔特币
[04885.10-04886.62] 然后就开始挖跨 对吧
[04886.62-04888.74] 所以在这里面就有了区块的技术
[04888.74-04890.70] 虚块技术是一种IT技术
[04890.70-04892.82] 他預期說是一種IT技術部署
[04892.82-04894.86] 最終去中心化的4號模式
[04894.86-04898.26] 他可以說是一種新的全新的思維方式
[04898.26-04899.66] 所以這次去話率要提出
[04899.66-04900.74] 所以去話率要提出
[04900.74-04903.18] 他可以用到數字貨幣上面
[04903.18-04904.78] 這是我們所說的新的貨幣
[04904.78-04906.38] 貨幣上當然他也可以用在
[04906.38-04909.42] FT上的FT不需要我們去掌握
[04909.42-04910.70] 所以在這大概就知道
[04910.70-04911.78] 這去話率要怎麼回事
[04911.78-04912.46] 就OK了
[04912.46-04915.50] 所以在這裡第一個他的科點去中心化
[04915.50-04917.26] 所以他安全性很高
[04917.26-04919.50] 第二個就是我們所說的
[04919.50-04923.08] 叫做它可以用在數字貨碧和虛擬貨碧上
[04923.08-04924.42] 這是第二個點
[04924.42-04925.90] 說到數字貨碧
[04925.90-04927.94] 有同學它就會聯想到另外一個點
[04927.94-04930.50] 就是我們國家現在也出現了數字貨碧
[04930.50-04932.04] 就要做數字人民碧
[04932.04-04935.90] 就同時說老師這個數字貨碧和剛才那個虛擬的
[04935.90-04937.94] 數字貨碧或者是比特幣來看
[04937.94-04940.50] 我們剛才說的數字貨碧主要是虛擬貨碧
[04940.50-04943.94] 和那種虛擬世界當中流通的前來看
[04943.94-04946.50] 數字人民碧它有什麼樣的特徵
[04946.50-04948.42] 這個數字碧最開始的時候
[04948.42-04950.78] 他在运行的时候其实在深圳
[04950.78-04953.02] 然后当时有在深圳地区
[04953.02-04954.98] 大概发了是20万
[04954.98-04956.18] 还是200万我给帮了
[04956.18-04959.06] 然后数字人民笔之后让大家去用
[04959.06-04960.22] 这个数字人民笔
[04960.22-04961.54] 大家在这里一定要明确
[04961.54-04963.46] 他的第一点就数字人民笔
[04963.46-04965.14] 他其实是法定货币
[04966.26-04967.30] 起来旁边
[04967.30-04968.66] 他是法定货币
[04968.66-04970.18] 他就和我们现实当中
[04970.18-04972.58] 流通中的现金是一样的
[04972.58-04974.02] 他是就一定的法长性的
[04974.02-04974.58] 换句话说
[04974.58-04975.78] 他就是我们所说的什么
[04975.78-04979.06] 他就是我们所说的这种钱的电子形式
[04982.74-04985.38] 你就可以简单理解他钱的电子形式
[04985.58-04987.62] 这个就叫做我们所说的数字人民并
[04987.78-04990.78] 若老是他竟然是钱的电子形式
[04990.90-04994.18] 那他和我们所说的这种什么银行的这种交易支付一味样的
[04994.18-04994.74] 不一样啊
[04994.74-04995.38] 大家注意一下
[04995.54-04997.02] 数字人民并相当于什么呢
[04997.18-04999.30] 比如说我们现在钱包裂 对吧
[04999.38-05000.54] 你现在钱包裂有干嘛呢
[05000.54-05002.22] 有100块钱的100块
[05002.58-05004.10] 完了 我忘了100块钱怎么换了
[05004.10-05005.10] 我假设就这样吧
[05005.10-05008.32] 比如说这个东西我们现在拿着它出去花
[05008.32-05011.02] 你现在有一个红色的这个100块钱的现金
[05011.02-05016.26] 你拿去花的时候我们就把这流通了这100元的指批称就为什么现金
[05016.26-05017.46] 明白这个意思吧
[05017.46-05019.16] 只我现在的数字货币是什么呢
[05019.16-05022.66] 数字货币是把这个100元这个数字人民币
[05022.66-05025.94] 就是把这个100元变成了数字形式的
[05025.94-05027.62] 但是它还是100元
[05027.62-05030.32] 它还是我们所说的什么法定货币
[05030.32-05032.46] 那这种情况之下大家要知道数字人民币
[05032.46-05033.82] 它就是法定货币
[05033.82-05035.46] 他可其他的那种虚拟或不一样
[05035.46-05037.10] 虚拟或必在现实生活当中
[05037.10-05038.26] 你真买不了东西了
[05038.26-05040.22] 但是数字人民便
[05040.22-05041.18] 在现实生活当中
[05041.18-05042.22] 他就是钱
[05042.22-05043.54] 他就是能买得了东西
[05043.54-05045.30] 你的那个比特并也好
[05045.30-05046.86] 你的后面我们所说的其他
[05046.86-05047.70] 就虚拟或必好
[05047.70-05050.38] 你只能在虚拟世界当中去用
[05050.38-05052.58] 但是数字人民必是现实世界当中
[05052.58-05053.66] 真实存在的钱
[05053.66-05056.10] 他只过就是把这个现金从原本的
[05056.10-05057.10] 转
[05057.10-05057.54] 对吧
[05057.54-05059.66] 从原本的这种指制形式变成了什么
[05059.66-05060.82] 电子化的形式
[05060.82-05062.06] 所以在这里大家注意一下
[05062.06-05063.46] 他是要法定或必
[05063.46-05067.12] 它能法律貨幣它居然是這個現金的電子型是那名意味著
[05067.12-05070.46] 數字人民幣的發現可以減少指閉的流通
[05075.96-05077.60] 可以減少指閉的流通
[05077.60-05079.60] 那這種情況是可以降低成本
[05079.60-05081.56] 但是它本身還是錢
[05081.56-05086.26] 所以它不會改變貨幣的值呢
[05087.56-05088.90] 它還是錢通去們
[05088.90-05093.04] 就是那個錢從原本的這種流通中的現金的這種
[05093.04-05096.12] 价值符号变成了这种电子的形式而已
[05096.12-05097.16] 所以大家注意一下第一个
[05097.16-05098.16] 它是法庭货币
[05098.16-05099.44] 第二个大家注意一下
[05099.44-05100.48] 既然它是法庭货币
[05100.48-05102.76] 它就不同于支付宝
[05102.76-05104.16] 有人说说
[05104.16-05105.24] 说受的人命币
[05105.24-05106.64] 就是为了干到支付宝
[05106.64-05108.16] 就为了干到微信支付的
[05108.16-05110.68] 那我只能说你不了解判同学们
[05110.68-05114.04] 所以它和我们所说的支付宝和微信支付不一样
[05114.04-05116.24] 大家注意支付宝和微信支付是什么
[05116.24-05117.68] 它是三方平台
[05117.68-05119.52] 它是第三方的支付平台
[05119.52-05121.64] 它相当于钱包
[05121.64-05122.48] 明白了吧
[05122.48-05125.98] 這是你的錢是存在這個第三方豬屏材力的
[05125.98-05127.38] 它相當於錢包
[05127.38-05128.88] 而數字人民幣是什麼
[05128.88-05131.38] 數字人民幣是這個錢包裡的錢
[05131.38-05133.08] 它完全是兩個概念
[05133.08-05135.08] 所以數字人民幣是法定貨幣
[05135.08-05136.28] 而豬屏保微信支付
[05136.28-05137.88] 它是三方的支付平台
[05137.88-05138.88] 它是錢包
[05138.88-05140.68] 一個是錢包也是錢包的錢
[05140.68-05142.18] 這是有本質區別的
[05142.18-05143.38] 第二個大家注意一下
[05143.38-05144.48] 你以為數字人民幣
[05144.48-05145.78] 它就是僅僅的
[05145.78-05147.68] 是為了對靠面性和豬屏保嗎
[05147.68-05148.38] 不是的
[05148.38-05149.88] 當然應該知道現在
[05149.88-05151.68] 在國際流通範圍之內
[05151.68-05152.70] 不知道大家没有听过
[05152.70-05153.92] 前段时间就说了
[05153.92-05155.02] 说现在呢
[05155.02-05156.74] 我们和俄罗斯之间的交易
[05156.74-05157.84] 我们就实现了什么
[05157.84-05159.24] 数字人域之间的结算
[05159.24-05161.48] 之前美中国和另外一个国家
[05161.48-05163.20] 也是实现了数字人域币的
[05163.20-05164.48] 这样的一个解算形式
[05164.48-05165.58] 他们这意味着什么
[05165.58-05166.68] 我一说到这个事情
[05166.68-05168.32] 我就非常的激动
[05168.32-05169.60] 这意味着
[05169.60-05173.96] 数人民币在国际上的影响力会越来越大
[05173.96-05175.92] 为什么会有数字人域币这个东西
[05175.92-05177.72] 大家都知道在不得订阅四年体系
[05177.72-05178.88] 在二人结束之后
[05178.88-05181.64] 我们创建了一美元为中心的
[05181.64-05184.20] 我们所说的什么 这种支付体系
[05184.20-05185.80] 每个为中心的支付体系
[05185.80-05187.52] 咱们在经济学当中 大家说过
[05187.52-05191.12] 说什么呢 说美元和谁挂勾
[05191.12-05193.52] 美元和黄金挂勾
[05193.52-05196.28] 然后其他货币和美元挂勾
[05196.28-05199.56] 那你就意味着这里面的中心是谁 中心是美元
[05199.56-05200.68] 那这意味着什么呢
[05200.68-05201.40] 这就意味着
[05201.40-05204.28] 如果你在国际市场上去买卖任何东西的话
[05204.28-05206.80] 你都把你本国的钱先换成美元
[05206.80-05208.76] 然后再用美元去买其他的东西
[05208.76-05210.04] 这种支付结算
[05210.04-05212.86] 在我们所说的叫做思维夫特
[05213.62-05216.18] 这种是我们所说的这种结算系统
[05216.44-05218.74] 这个是体啊就是我们所说这种结算系统
[05219.00-05220.02] 它是一美丫的中心的
[05220.28-05222.58] 那如果一美丫的中心就意味着风险高度高
[05222.84-05226.18] 太高了美国如果随时想高你的话他就随时可以高你
[05226.42-05229.24] 那你这里面就意味到一个问题美国想要高你
[05229.50-05232.32] 但是你在国际贸易交易国生当中你还要用到这种
[05232.58-05233.84] 货币交易结负
[05234.36-05234.88] 这种
[05235.64-05238.72] 支付结算的这种体系就是我们所说的这个系统
[05238.72-05240.78] 你是完全让我不开它的
[05240.78-05243.78] 现在美国中国发展的越来越快
[05243.78-05245.12] 我们在国际贸易当中
[05245.12-05248.00] 我们说了我们想要去和美国去进行靠好
[05248.00-05249.72] 我们不是说主任云靠好呢
[05249.72-05251.00] 我们也不是挑事人
[05251.00-05252.54] 但是美国总是玩一些
[05252.54-05254.60] 而让人看不懂的这名之操作
[05254.60-05256.00] 这有时候他必须会
[05256.00-05258.18] 他士别会在贸易上对中国
[05258.18-05259.20] 实际上的压力
[05259.20-05261.12] 在这个过程当中如果说
[05261.12-05263.04] 我们以美元为之算节目中心的话
[05263.04-05265.86] 很多的贸易都会受到限制
[05265.86-05273.06] 那時候老實我們也把做一個貨幣支付結算的中一體系敗來抗衡 來和美元 來和美國去進行香港的抗爭
[05273.06-05274.42] 那就想得太簡單了
[05274.42-05277.30] 自不累的森林體育之後這個索衛福特系統
[05277.30-05278.50] 他在逐漸間間裡起來
[05278.50-05282.34] 你知道要做一個和這個系統向抗衡第一個厚實 第二個厚利
[05282.34-05283.38] 那這說怎麼辦呢?
[05283.38-05285.70] 我們就想到了叫做數字人民幣
[05285.70-05290.50] 數字人民幣是完全可以繞開支付結算系統直接去解算的
[05290.50-05293.32] 比如这个支付节的系统它是在网上已经操作了
[05293.32-05296.38] 你必须陆入这个系统当中然后再去解算
[05296.38-05299.46] 那就相当于就要把信息数到电脑里
[05299.46-05302.10] 然后再连老的情况之下才能使用解算
[05302.10-05304.62] 但是现在有了数字人民币完全可以绕开它
[05304.62-05306.82] 只是不需要连网也可以去解算
[05306.82-05308.94] 那这种情况之下就可以跨过美元了
[05308.94-05311.74] 因为在这里面数字人民币它一个非常明显的可证
[05311.74-05313.22] 就是它可以离限制复
[05315.22-05316.54] 它可以离限制复
[05316.54-05318.14] 离限制复就意味啥呢
[05318.14-05319.42] 离限制复就意味着
[05319.42-05321.98] 我不需要通过线上支付几个系统
[05321.98-05324.80] 我就可以线下和人家直接去交易
[05324.80-05326.92] 所以在这个过程中我们来看一下
[05326.92-05329.40] 我们整个数字人民币的战略目标
[05329.40-05330.94] 其实不在于微信的支付宝
[05330.94-05334.46] 国家出手必定是战略计划和战略规划
[05334.46-05337.08] 所以在这个里面它本质的目的
[05337.08-05340.02] 其实就是我们所说的跳出美元
[05340.02-05341.96] 它的这个中心的束复地位
[05341.96-05343.50] 这对我们来说是质观重要的
[05343.50-05347.06] 它这个线下支付几算可以方面到什么程度呢
[05347.06-05349.66] 这是你的手机里面或者是你的其他里面
[05349.66-05351.94] 你只要有我们所说的这种
[05351.94-05354.10] 数字人民币的这种账户在
[05354.10-05356.02] 我的手机不需要连了
[05356.02-05358.78] 你现在出去玩最怕手机挺击最怕手机
[05358.78-05360.10] 每天最怕手机没有网
[05360.10-05360.90] 啥都干不成
[05360.90-05362.18] 但是它这种就可以怎么样
[05362.18-05364.22] 就可以实现碰一碰的形式
[05364.22-05366.26] 就可以完成相当之复了
[05366.26-05367.70] 非常非常方便
[05367.70-05369.46] 所以这些线下支付
[05369.46-05370.50] 它不仅线下支付
[05370.50-05372.70] 而且它不需要专门去开户
[05372.70-05375.02] 我们就让听到是什么叫做松武核
[05375.02-05377.02] 咱們也經常會聽到這個概念
[05377.02-05378.02] 這個松誤和
[05378.02-05379.52] 但所謂的松誤和是什麼
[05379.52-05381.82] 就不用綁定特定的銀行賬戶
[05381.82-05383.32] 不用綁定特定的銀行賬戶
[05383.32-05387.52] 只要是你身份唯一實際或標實的
[05387.52-05389.42] 就是你唯一能夠證明你的身份
[05389.42-05391.02] 難得集用車駕的時候
[05391.02-05393.02] 然後就是你的駕照的號碼
[05393.02-05394.42] 或者你的身份證照號
[05394.42-05396.92] 只要是你唯一的這種身份認定
[05396.92-05398.92] 都可以作為你的賬戶系統
[05398.92-05400.92] 是非常非常的方便
[05400.92-05402.62] 所以這是我們所說的數字人幣
[05402.62-05404.12] 數字人幣我們就知道
[05404.12-05405.36] 一共是这几个点
[05405.36-05406.50] 同调点的去问开
[05406.50-05408.32] 考试的时候也会考到
[05408.32-05409.36] 单单是今年
[05409.36-05411.72] 在河北考试的人民币考了两三次
[05411.72-05413.08] 比如不要同学们这说说
[05413.08-05415.96] 老师他是不是已经是一个过时的一个热点
[05415.96-05416.72] 其实不是的
[05416.72-05419.48] 就是数字的人民币的功能和作用
[05419.48-05421.92] 在后面会越来越突显出来
[05421.92-05422.56] 所以这个点
[05422.56-05424.64] 同时还是要作为重点去掌握的
[05424.64-05425.00] 好
[05425.00-05426.36] 这个就是我们所说的
[05426.36-05427.76] 信息及时应用
[05427.76-05430.32] 我们到这就把信息技术给大家说完了
[05430.32-05431.80] 信息就是包含几大类
[05431.80-05432.56] 利利的是
[05432.56-05435.96] 既算基技數,我們要知道,是約上第一台計算機
[05436.66-05438.46] 來自於是誰言之的
[05438.46-05442.66] 而且在這個裡面,我們也說了我們要對計算基金用分類,我們有超算
[05442.66-05444.96] 有意及計算,以及量子計算
[05444.96-05451.16] 在這裡面同時不需要去,兩個區分他們都是什麼樣,只需要知道他們之間不是互相替代的就行了
[05451.16-05455.16] 那第二個計算機,它必須要夠醜,它有硬件和軟件
[05455.16-05459.16] 硬件就是,它的一些設備,我們能夠看得見的這些
[05459.16-05462.16] 比如說中央處理器,CPU有兩個
[05462.16-05463.96] 存储器有内存和外存
[05463.96-05464.68] 大家注意一下
