[00000.00-00002.74] 好的,我们接着来往下看
[04815.94-04828.84] 中午大也有,但午大是批评了程度秀的机会主义错误,所以午大咱就不说了,也有的说午大批评程度秀,咱不看,因为批评了这种不好的事,他不会考啊。
[04828.84-04832.84] 叫四大零岛公路忙,叫六大零一国外贪。
[04832.84-04840.40] 然后气弹毛丝入党张
[04840.40-04846.44] 然后在后面的话就什么
[04846.44-04848.64] 气弹之后就是中共八大了
[04848.64-04849.92] 在中共八大的时候呢
[04849.92-04852.56] 他就要提到要建设多块好省的建设
[04852.56-04853.44] 是否主义国家
[04853.44-04856.72] 然后八大之后其实就没有什么可以好的
[04856.72-04858.20] 因为八大之后一周五六年之后
[04858.20-04861.24] 建设是否主义国家中间走了一些差弩
[04861.24-04863.04] 所以这些差弱的地方不会烤的
[04863.28-04864.44] 那在七大之后
[04864.44-04865.08] 八大之后
[04865.08-04866.36] 在显接的时间是什么呢
[04866.36-04868.80] 在显接的时间是七七年到辟会物职务
[04868.92-04870.00] 七八年改了开放
[04870.20-04872.24] 那个地方就进入到了中特的学习了
[04872.52-04873.28] 所以这呢
[04873.28-04875.84] 我们就在党史当中就记着几个就行了
[04875.96-04880.04] 就是一大利党二大利刚三大国务要合作四大领导公努盟
[04880.04-04882.80] 六大为一国外开七大毛司入党章
[04883.00-04885.04] 一大利党中国共产党成立
[04885.32-04888.00] 谁提出来的中国共产党民充彩克森
[04888.00-04891.96] 在一大道说还通过了中国共产党刚领
[04891.96-04893.08] 但是刚领性文件
[04893.08-04893.24] 对吧
[04893.24-04893.96] 二大历刚
[04893.96-04894.68] 历的是什么刚
[04894.68-04895.68] 革命 革命 革命
[04895.68-04897.28] 就是打仗分析不了事
[04897.28-04897.64] 对吧
[04897.64-04899.20] 所以在这里有最低最高
[04899.20-04900.68] 三大国共要合作
[04900.68-04901.80] 国共要合作说了
[04901.80-04904.56] 主要就是低不达到军法 冲队乱
[04904.56-04905.84] 达到军法 冲队乱
[04905.84-04906.92] 在这里面
[04906.92-04909.00] 我们怎么去
[04909.00-04910.64] 联合谁去达到军法呢
[04910.64-04911.16] 我们说了
[04911.16-04912.16] 联合国民党
[04912.16-04912.52] 怎么办
[04912.52-04913.92] 一个人身份加入国民党
[04913.92-04914.72] 国共合作
[04914.72-04915.60] 我党提出来的
[04915.60-04916.08] 对吧
[04916.08-04919.28] 那三大結束之後之後就是國民黨
[04919.28-04920.94] 一大國民黨一大說OK
[04920.94-04923.12] 那你們來吧 對吧 那國共合作開始了
[04923.12-04924.26] 國務合作開始之後呢
[04924.26-04926.32] 我黨自己還是要去研究一下
[04926.32-04927.60] 我們所說的這個
[04927.60-04928.88] 我黨的革命路線
[04928.88-04930.24] 所以四大領導公路盟
[04930.24-04932.60] 提到的領導權和公龍聯盟的問題
[04932.60-04935.44] 五大批評程度秀 那那個其實就是在
[04935.44-04938.36] 國共合作破裂之後的事了 對吧
[04938.36-04940.08] 然後只是五大批評程度秀
[04940.08-04941.80] 平安程度秀之後呢
[04941.80-04943.08] 扮意南商企業
[04943.08-04945.24] 我們就進入到了土地革命戰爭時期
[04945.24-04947.80] 然后后面就有了其他的一些会议
[04947.80-04949.44] 那在往后就有了六大
[04949.44-04950.88] 六大为一国外台
[04950.88-04952.48] 这是唯一一次
[04952.48-04954.52] 党的会议在国外台的墨斯科
[04955.64-04956.60] 就是在六大
[04956.60-04958.16] 那七大毛斯入党帐
[04958.16-04958.88] 咱们刚才说了
[04958.88-04959.80] 中共七大党
[04959.80-04961.24] 毛东思想写入党帐
[04961.24-04962.36] 却了为党的之后思想
[04962.36-04964.44] 并在七大党中提到了三大
[04964.44-04965.32] 游凉作风
[04965.32-04966.44] 理论联系时记
[04966.44-04968.44] 密切联系群众以及批评越
[04968.44-04969.24] 自我批评
[04969.24-04970.44] 那这是我们所说的
[04970.44-04971.64] 有关于康人战争
[04971.64-04972.88] 那我就把康人战争
[04972.88-04974.44] 在这里全部给大家说了
[04974.44-04975.76] 咱们快速的收理一下
[04975.76-04977.98] 我们讲了在康山山中的四个问题
[04977.98-04979.12] 第一个抗战的
[04979.12-04979.82] 爆发
[04979.82-04981.58] 康山爆发第一个918视频
[04981.58-04982.62] 公战了东北
[04982.62-04985.72] 所以说了它是发生在白山黑血之间的占意
[04985.72-04987.44] 也是局部抗战的开端
[04987.44-04988.58] 公战了东北之后
[04988.58-04989.54] 日本并没有收手
[04989.54-04991.58] 因为它走的路线是从北往南
[04991.58-04992.82] 从东往西
[04992.82-04994.82] 所以既而它又要清争
[04994.82-04995.38] 华北
[04995.38-04996.98] 于是它测画了华北视频
[04996.98-04998.42] 华北视频之后
[04998.42-04999.98] 学生开始分析反抗
[04999.98-05001.34] 于是发动了19
[05001.34-05001.84] 运动
[05001.84-05003.84] 19云动的口号带注意下
[05003.84-05006.92] 達到日本帝國主義停止內戰反對華北資質
[05006.92-05009.40] 要把它和五歲運動的口號去別開
[05009.40-05010.92] 那這是華北失辨
[05010.92-05012.92] 那我們所說的扣人戰爭
[05012.92-05013.92] 記不報法
[05013.92-05016.08] 那就是在7000 魯國橋失辨
[05016.08-05016.44] 對吧
[05016.44-05017.24] 所以在這裡面
[05017.24-05019.88] 魯國橋失辨也叫做7000 失辨
[05019.88-05022.56] 因為他當時想要北平成為於做孤城
[05022.56-05024.36] 戰略了北平其實佔領了中國
[05024.36-05025.16] 到什麼
[05025.16-05025.92] 書牛
[05025.92-05028.00] 所以在這裡面他讓北平成為於孤城
[05028.00-05029.04] 所以魯國橋
[05029.04-05030.96] 是我們所說的什麼
[05030.96-05032.72] 經漢鐵路的畢竟之地
[05032.72-05036.72] 也是我们所说的联系对外的唯一一个
[05036.72-05037.88] 我们所说的通路了
[05037.88-05039.92] 因为它的西边冬边和北边
[05039.92-05042.92] 都有其它的那些人不能来帮北京
[05042.92-05044.48] 所以在这里有了路过小视频
[05044.48-05045.80] 如果要视频的意识
[05045.80-05047.52] 大家注意一下全面抗战
[05047.52-05052.68] 抗战爆发必须就要有统一战线来帮助我们怎么样
[05052.68-05054.96] 有看明度统一战线来帮助我们
[05054.96-05055.72] 一直对外
[05055.72-05058.08] 这有时候我们就来看一下全面抗战的爆发
[05058.08-05060.56] 就必须要团阶一些可以团阶的力量
[05060.56-05062.36] 与这种了看明度统一战线
[05062.36-05066.20] 康明腿战线的最开始我们知道是瓦腰补亏异
[05066.20-05067.68] 对吧是我党
[05067.68-05071.08] 也是中国共产党在红军长终土中了就发现了日本
[05071.08-05073.56] 往日本帝国主义往我中华之心不死
[05073.56-05074.84] 所以在这里面就说了
[05074.84-05078.08] 我们就制定康明族腿战线的策略
[05078.08-05080.28] 制定康明腿战线是我们的想法
[05080.28-05082.08] 当时的共产党是这么想的吗
[05082.08-05082.64] 不是
[05082.64-05083.96] 当时共产党还想什么呢
[05083.96-05085.40] 养外B先安内对吧
[05085.40-05089.48] 所以奖劫时还到写新那边亲自都战小角面中国共产党
[05089.48-05091.40] 于是张学量养普城不同意了
[05091.40-05092.68] 发动了先实验
[05092.68-05094.98] 先实验12月12号发生的
[05094.98-05096.52] 也成为双12视验
[05096.52-05097.94] 先实验的意义对吧
[05097.94-05100.36] 从内战走向抗战
[05100.36-05102.16] 抗人民族同一战先怎么样
[05102.66-05103.70] 基本形成
[05103.70-05105.34] 把要不回忆是制定
[05105.34-05106.12] 这才刚开始
[05106.12-05107.00] 现在已经怎么样
[05107.00-05108.56] 基本形成了对吧
[05108.56-05109.58] 既然形成之后
[05109.58-05111.36] 随着日本侵略中国的
[05111.36-05112.66] 是太不断的扩大
[05112.66-05114.96] 所以我们在七序路过小实验之后
[05114.96-05116.48] 又召开了落川回忆
[05116.48-05117.70] 落川回忆干嘛呢
[05117.70-05119.04] 全面抗战
[05119.04-05119.56] 对吧
[05119.56-05121.34] 是在抗人民族同一战下
[05121.34-05125.30] 各位詳細的抗戰路線叫全面抗戰
[05125.30-05127.14] 對吧這是抗民族統一戰線
[05127.14-05130.30] 而抗民族統一戰線不斷形成在最後的
[05130.30-05133.10] 我們所說的中國共產黨的宣言和講解時刻
[05133.10-05137.22] 奴山彈劃當中 抗民族統一戰線正式形成
[05137.22-05140.02] 那正式形成以為國共第二次合作開始
[05140.02-05143.34] 但是 抗民族統一戰線在中途也遭到國破壞
[05143.34-05145.10] 這有時候就是晚南 市面
[05145.10-05148.30] 所以我們說了晚南市面同時操哥簽股起源
[05148.30-05149.50] 它的背景咱們說了
[05149.50-05150.94] 是百團大戰之後
[05150.94-05151.66] 是
[05152.02-05153.50] 蔣介石消几抗戰
[05153.50-05154.70] 竟然有百團大戰
[05154.70-05155.70] 他就開始怎麼樣
[05156.34-05157.58] 他就開始想要
[05157.58-05158.62] 需要共融共
[05158.62-05159.62] 才發動了滿難的
[05159.62-05160.02] 失辯
[05160.02-05161.58] 這是看民族統一戰線
[05161.58-05163.14] 有了看民族統一戰線
[05163.14-05164.70] 有了可以團結的一些力量
[05164.70-05165.22] 進行
[05165.22-05167.02] 那接下來就要全民族抗戰
[05167.02-05168.46] 全民族抗戰三個階段
[05168.46-05169.50] 防疫階段
[05169.50-05171.34] 相似階段和反攻階段
[05171.34-05172.70] 重點在於防
[05172.70-05174.66] 遇和相似
[05174.66-05175.86] 防疫會晉
[05175.86-05177.66] 主要是蔣介石的正面戰場
[05177.66-05178.94] 發動了松戶會戰
[05178.94-05180.54] 太完會戰和許州會戰
[05180.54-05182.54] 苏灰战主要攻打上海
[05182.54-05184.54] 所以苏灰战是第一场
[05184.54-05186.30] 规模最大就最惨虑
[05186.30-05187.10] 惨虑的战云
[05187.10-05188.14] 但是大家都知道
[05188.14-05189.90] 苏灰战施守了
[05189.90-05190.78] 上海施守了
[05190.78-05191.90] 上海施守了
[05191.90-05193.98] 但是日本打上海打了三个月
[05193.98-05195.34] 所以粉碎了日本三个月
[05195.34-05196.78] 命网中国的狂狂凰击化
[05196.78-05198.78] 所以从上海之后
[05198.78-05201.50] 在苏灰战发动的同时
[05201.50-05202.70] 因为他想要怎么样
[05202.70-05205.34] 从华北和华东两面
[05205.34-05205.98] 夹击
[05205.98-05206.86] 我们所说的什么
[05206.86-05207.34] 夹击
[05207.34-05209.98] 我们所说的这个国民党
[05209.98-05213.70] 所以在这里面你看它有发动了在山西那边发动了太多会展
[05213.70-05218.18] 它会展当中的平序归大姐大破了日军不可战胜的神话
[05218.18-05221.98] 这是我们所说的这两个几乎是同时发生的
[05221.98-05225.98] 但松薄一战上海是守之后敬而我们所说的
[05225.98-05228.70] 它就进到了江苏发动了我们所说的什么
[05228.70-05233.98] 南京大图杀然后紧紧接着我们所说的在这里面还有许周会战
[05233.98-05240.78] 徐州会战最主要的就是李宗人把日本军队签制在山东所以发生了他而装战亦
[05240.78-05245.10] 抗战亦来最大的胜利也是正面战场最大的胜利
[05245.10-05248.70] 但是呢最终没守住徐州失守
[05248.70-05251.14] 徐州失守其实就拿下了江苏了
[05251.14-05253.18] 那就有时候江苏就在长江留育
[05253.18-05256.02] 所以日本的从北王南打
[05256.02-05257.18] 从东往西打
[05257.18-05259.58] 紧接着就要顺着长江打
[05259.58-05261.86] 开始怎么样 开始九面过命当
[05261.86-05263.86] 所以在这里面你看顺着长江走
[05263.86-05266.30] 后来就走到了武汉所以发动了武汉回战
[05266.30-05268.22] 武汉回战开始进入到了什么
[05268.22-05269.74] 相池结断
[05269.74-05272.06] 武汉回战其实进入了相池结断
[05272.06-05274.34] 在这个时间拖了时间太久了
[05274.34-05275.70] 将写是开始消息抗战
[05275.70-05277.42] 但是敌后发展的很后
[05277.42-05279.98] 所以在这里我们有敌后抗日革命根据地
[05279.98-05281.26] 打指到第一个
[05281.26-05283.98] 敌后抗日根据地是进查技
[05283.98-05285.94] 那敌后战场当中
[05285.94-05288.58] 最维了不起的战争就是百团大战
[05288.58-05290.06] 所以百团大战规模最大
[05290.06-05292.02] 时间最长战过最丰富
[05292.02-05293.82] 这是我们所说的相似階段
[05293.82-05295.10] 而百团大战之后
[05295.10-05296.26] 大家也都知道
[05296.26-05296.62] 对吧
[05296.62-05297.90] 一方面日本开始
[05297.90-05298.94] 逼后走到
[05298.94-05300.86] 逼方面国民党开始发动了
[05300.86-05301.90] 我们所说的
[05301.90-05302.90] 暖难失变
[05302.90-05304.18] 这是我们所说的
[05305.14-05306.10] 抗战
[05306.10-05307.62] 在整个抗战
[05307.62-05308.66] 最后有结段就是
[05308.66-05309.42] 反攻击的
[05309.42-05310.82] 反攻击的日本偷想办
[05310.82-05311.22] 对吧
[05311.22-05312.18] 全民主抗战
[05312.18-05313.54] 那过去全民主抗战
[05313.54-05315.58] 胜利还有一些其他的那种要说一说
[05315.58-05316.10] 首先第1个
[05316.10-05317.10] 六节六中全会
[05317.10-05317.62] 大主下
[05317.62-05319.26] 第一次提出马斯主义中文化
[05319.26-05320.18] 谁提出的
[05320.18-05321.54] 毛东同志提出的
[05321.54-05321.98] 对吧
[05321.98-05324.02] 第二个就是沿南整风运动
[05324.02-05325.18] 沿整风运动的背景
[05325.18-05327.10] 刚才给大家说了,给还记得
[05327.10-05327.86] 对吧
[05327.86-05330.74] 是百分之大战之后,日本早当地后
[05331.74-05332.74] 国民的
[05332.74-05333.90] 晚南失贵
[05333.90-05335.06] 所以我们说了
[05335.06-05336.98] 那怎么样调整这样的相特策略
[05336.98-05338.62] 更好的统顾和建设
[05338.62-05341.50] 看日根军地,于是就了沿整风运动
[05341.50-05344.62] 沿整风运动开始的标志是1911年发表了
[05345.22-05346.74] 改造我们学习的报告
[05346.74-05348.90] 结束了标志是1945年
[05348.90-05351.90] 六届七中全会关于若干利十分体的决议
[05351.90-05353.70] 我们说了这里面延伸出来的点
[05353.70-05354.90] 就是一共有三个
[05354.90-05356.50] 是有接六中全会是三个
[05356.50-05356.70] 对吧
[05356.70-05358.70] 那种就是这三下内容
[05358.70-05361.10] 这三个内容当中最重要的制定下
[05361.10-05362.30] 那这是整风运动
[05362.30-05364.62] 整风运动的结果是党内出现空前
[05364.62-05365.90] 团结的情况
[05365.90-05368.10] 而在康日战争生律前夕
[05368.10-05369.70] 召开了中共期待
[05369.70-05370.90] 中共期待两项内容
[05370.90-05371.90] 三大优量做风
[05371.90-05373.38] 同样这道是哪三大
[05373.38-05373.90] 第二个
[05373.90-05375.34] 期待毛私入党
[05375.34-05376.90] 张毛东思想
[05376.90-05377.90] 血入党张
[05377.90-05378.90] 便却里面党的
[05378.90-05379.90] 这道思想
[05379.90-05382.38] 这个就是我们所说的整个抗日战争
[05382.38-05385.38] 同样把他的主线和细节输立清楚
[05385.38-05387.66] 这就是我们所说的这一个阶段
