[00000.00-00002.00] 大家好 我是杰瑞
[00002.00-00004.00] 这奖批战次应合的考试知识
[05006.00-05016.60] 大主要出现了所有权,我不能没有办法,给他全部列据,我只是在这里把最点钱给他说出来。
[05016.60-05023.20] 看到了所有权,看到了公有制,看到了按老分配,出现了这一系列有关于经济制度的表述了。
[05023.20-05028.20] 而我们要改经济制度,改这个和经济制度有关的,那一个和经济制度有关的。
[05028.20-05035.40] 我们要进行改革开放,然后去改破除救的经济体制机制,反正就是讲到了一系列和经济制度有关的,
[05035.40-05037.08] 可能会睡到所有权等等
[05037.08-05038.22] 这有时候他说了
[05038.22-05040.24] 那么调整这一些东西
[05040.24-05041.60] 是为了做到
[05041.60-05043.60] 或是体现了什么样的哲学业力
[05043.60-05045.64] 调整生产关系
[05045.64-05047.04] 是用生产力的发展
[05047.04-05048.96] 比调整上层建筑里
[05048.96-05050.32] 是用经济主发展
[05050.32-05051.12] 那我刚才说了
[05051.12-05052.12] 就归那道一个点
[05052.12-05054.16] 你只要看到他跟描述所有权
[05054.16-05055.92] 看得在描述经济制度
[05055.92-05057.48] 你这时候就选生产关系
[05057.48-05058.88] 就选生产关系
[05058.88-05059.72] 大家注意一下
[05059.72-05061.52] 这个地方是考虑建筑题目
[05061.52-05063.84] 经常会从这几个角度出案力
[05063.84-05066.66] 因为他要把他和上门建筑去分开
[05066.66-05068.18] 这就说我们所说的
[05068.96-05071.00] 生产关系的内容
[05071.26-05074.08] 这是我们所说的这个点
[05074.34-05076.38] 说了生产力说了生产关系
[05076.38-05078.18] 就开一下他们之间有啥关系了
[05078.18-05079.46] 这个关系比较简单
[05079.46-05080.74] 同们了解一下就行了
[05080.74-05082.78] 生产力绝地生产关系
[05083.04-05084.82] 生产力水平越发的
[05084.82-05087.14] 生产关系它就会受到生产力的影响
[05087.14-05088.42] 超尽情调整
[05088.68-05090.98] 第二生产关系给生产力丢反作用
[05090.98-05092.00] 在这就出现了
[05092.00-05093.28] 但反出现反作用
[05093.28-05096.86] 他都有我們所說的阻礙作用和促進作用
[05096.86-05099.42] 只不過在這裡他的用詞不一樣大住一下
[05099.42-05101.86] 生產關係無好怪質疯
[05101.86-05103.78] 算關係沒有好怪質疯的
[05103.78-05104.80] 他只有什麼
[05104.80-05106.34] 適合和不適合質疯
[05106.34-05109.14] 所以他在這裡給到什麼先進的生產關係
[05111.46-05114.52] 或者是我們所說的正確的生產關係
[05115.30-05116.84] 這種說法一旦出來的話
[05116.84-05118.12] 就給他打個插就行了
[05118.12-05119.90] 因為生產關係只有什麼
[05119.90-05121.94] 只有適合和不適合
[05121.94-05123.26] 没有先进和落后之分
[05123.26-05125.02] 所以适合生产力的
[05125.02-05126.82] 实际上关系促进
[05126.82-05128.26] 不适合的就要阻挨
[05128.26-05129.02] 所以这么多年
[05129.02-05131.62] 我们国家在搞各种各样的经济体制改革
[05131.62-05133.58] 目的就是为了调整生产关系
[05133.58-05135.02] 以适用生产力的发展
[05135.02-05136.18] 大家要注意
[05136.18-05140.70] 这是我们所说的有关于生产关系和生产力之间
[05140.70-05142.50] 第一段经过矛盾运动
[05142.50-05144.46] 除了第一段经过矛盾运动之外
[05144.46-05145.58] 我们还有第二段
[05145.58-05148.34] 第二段就是经济基础和上层建筑
[05148.34-05150.26] 我们来看一下什么是经济基础
[05150.26-05151.74] 什么是上层建筑
[05151.74-05166.74] 在这里面说,它说经济基础是只有社会一定发展阶段所决定的,谁都总和,生产关系的总和,就叫做经济基础,所以在这里面,大家要注意,
[05166.74-05168.14] 那就是经济基础
[05168.14-05170.82] 那经济基础和我们所说上线度之间
[05170.82-05171.86] 它其实这样的
[05172.18-05176.02] 首先我们刚才说了是生产力绝对了生产关系
[05178.82-05181.06] 而生产关系的内容特别多
[05181.06-05183.30] 所以我们就把生产关系
[05183.30-05184.86] 它的一个总合
[05185.50-05187.06] 给它变裔了一个名字
[05187.06-05190.62] 生产关系的总合就叫做经济基础
[05193.54-05195.26] 而经济基础有回决定什么呢
[05195.26-05199.10] 大距下 经济基础又会决定上层建筑
[05200.64-05202.68] 所以这次它们一个完整的关系
[05202.68-05204.98] 就是两个都设备基本毛育度
[05205.24-05206.78] 它所呈现出来的
[05207.04-05208.58] 这里面我们要来看一下
[05208.84-05211.38] 经济基础 决定上层建筑当中的上层建筑
[05211.64-05214.46] 指的是什么呢 你看在书上它给到了一个点
[05214.98-05217.54] 上层建筑是指在经济基础之上的
[05218.04-05219.32] 社会意识形态
[05219.58-05221.62] 同时这个词有没有点演手
[05221.88-05224.44] 我们在整个社会的上层建筑
[05224.44-05226.80] 中文文一是形態和非是形態
[05226.80-05228.28] 這裡面就給的是什麼
[05228.28-05229.92] 社會一是形態
[05229.92-05231.12] 所以造成建築包裹
[05231.12-05232.00] 社會一是形態
[05232.00-05233.80] 與一之相適用的
[05233.80-05235.80] 政治法律制度
[05235.80-05237.80] 這裡面就叫做上分建築
[05237.80-05240.12] 而上分建築就包裹了兩種
[05240.12-05241.28] 社會一是形態
[05241.28-05241.96] 一個被稱為
[05241.96-05244.00] 叫做觀念上分建築
[05245.12-05247.44] 或者也叫思想上分建築
[05250.32-05251.12] 而我們所說的
[05251.12-05252.24] 政治法律制度
[05252.24-05254.60] 只能正置商城建筑
[05254.60-05255.96] 那支持在这里面
[05255.96-05258.84] 我们所说的上层建筑上的建筑
[05258.84-05260.88] 上的建筑当中有一个支持点
[05260.88-05261.72] 让大家去掌握
[05261.72-05263.12] 这里两星期的支持点
[05263.12-05265.04] 考理解和实际型的题目
[05265.04-05267.12] 就是我们所说的上的建筑
[05267.12-05269.08] 它具体包括哪些内容
[05269.08-05271.44] 那首先第一个叫做思想上的建筑
[05271.44-05273.04] 或者叫做观念上的建筑
[05273.04-05274.64] 我们刚才说了它就是什么
[05274.64-05276.68] 它就是意识形态
[05276.68-05279.40] 意识形态在这里包括政治思想法
[05279.40-05281.40] 例子想折行思想文学思想和道
[05281.40-05283.76] 那这些都叫做思想上的建筑
[05283.96-05285.24] 那在这里面大家注意一下
[05285.24-05287.80] 思想上的建筑它其实有一个非常明显的特点
[05288.20-05291.12] 因为我们有的时候在去做体的时候会在讲一当中
[05291.12-05292.76] 没有办法穷进你大家去列局
[05293.00-05296.52] 所以如何去区分思想上的建筑和正在上的建筑呢
[05296.52-05299.84] 我们就去看思想上的建筑它的本质是什么呢
[05299.84-05302.40] 思想上的建筑就是我们所说的
[05302.40-05303.68] 对于一个国家的管理
[05303.68-05305.32] 它帮我们都是先理后边的
[05305.60-05307.76] 思想上的建筑它帮帮我们就是什么呀
[05307.76-05310.20] 帮忙起到最后是约束人的那些
[05311.40-05313.54] 他没有强制的外在约处理的
[05313.54-05314.60] 逃往往你看
[05314.60-05316.26] 政治法律思想
[05316.26-05317.20] 还有我们所说的
[05317.20-05319.20] 职业思想文学意识思想等等
[05319.20-05321.44] 他其实都是一种思想观念
[05321.44-05322.76] 这种思想观念
[05322.76-05324.52] 他就是想要换句话说
[05324.52-05326.66] 就是通过这种思想的滲透
[05326.66-05328.04] 不乱去脚证
[05328.04-05329.60] 你原本的一些故意
[05329.60-05332.38] 已经固化了这些不太正确的这样的一些理念
[05332.38-05334.86] 这个就叫做思想上线注
[05334.86-05337.20] 所以他更加强调是约处人的
[05337.20-05340.68] 那些他其实没有什么外在强制约处理的
[05340.68-05343.50] 比如说我天天就跟你红阳收主义和一下主观
[05343.50-05345.28] 收主义和一下主观属于什么
[05345.28-05347.54] 属于思想上纵建筑的内容 对吧
[05347.54-05348.62] 他是一种观念的
[05348.62-05351.44] 那收主义和一下主观我的天天放在你面前 对吧
[05351.44-05353.74] 一天就给你播送24个小时
[05353.74-05354.96] 你需要你也听着
[05354.96-05356.88] 你天天天天天天你实现成
[05356.88-05358.04] 而无人就知道
[05358.04-05359.94] 我要做一个什么样的人 对吧
[05359.94-05362.28] 就按照收主义和一下主观
[05362.28-05363.48] 他的邀取去做
[05363.48-05365.08] 这个其实说白了
[05365.08-05366.98] 他其实是一种以后的什么作用
[05366.98-05368.36] 算是思想上就是
[05368.36-05370.16] 虽终以以后的洗脑的种作用
[05370.16-05371.48] 但是他是一种包意子
[05371.48-05374.24] 就是我们把这个洗脑作为引号的洗脑是一种包意
[05374.24-05376.40] 它结束滲透在你内心的
[05376.40-05378.08] 无外在强制约数率的
[05378.08-05380.40] 这种就叫做思想上的建筑
[05380.40-05381.84] 但四岔上建筑说了
[05381.84-05383.20] 它只能约数内心
[05383.20-05385.28] 没有外在的强制约数率
[05385.28-05387.76] 那我就不遵守道德能包怎么样
[05387.76-05389.12] 对吧我这人就永远不见
[05389.12-05390.32] 你就确认为你告诉我
[05390.32-05391.52] 世界是下两的
[05391.52-05392.56] 你让我先爱心
[05392.56-05394.60] 让我付出一点爱什么
[05394.60-05396.24] 什么将会是美好的明天
[05396.24-05397.12] 我这人就不听
[05397.12-05397.92] 我天上反过
[05397.92-05399.12] 我这人就没有道德
[05399.12-05400.92] 我只要没有到的你就绑架不了我
[05400.92-05402.60] 所以我走路就随便论图谈
[05403.48-05406.04] 然后呢我看到老人我就跟他抢做
[05406.04-05408.16] 我看到小孩我就跟他说你妈不要你了
[05408.16-05410.76] 那你看像这样的情况是像我是不道德确实
[05410.76-05413.20] 但是我到的确实我没有出发法律
[05413.20-05415.00] 你是没有办法卖我合的
[05415.00-05417.32] 所以你会发现你做走过你妈有两句吗
[05417.32-05419.60] 但是我脸皮我后你妈我你伤到我
[05419.60-05423.44] 所以在这里你会发现思想上升建筑或者观念上的建筑
[05423.44-05425.16] 他只能约束内心了
[05425.16-05426.32] 但是有些人呢
[05426.32-05428.60] 他的内心,他就是不被约束
[05428.60-05429.80] 你又不能拿他怎么样
[05429.80-05432.04] 你这个时候你又不能留着他的灰海社会
[05432.04-05433.72] 所以在这里面,怎么办呢?
[05433.72-05436.96] 当思想算是建筑,没有办法约束你的时候
[05436.96-05439.64] 我需要一家一种更加强烈的手段
[05439.64-05441.68] 那这种更加强的手段就要什么?
[05441.68-05443.56] 就要做政治上很建筑
[05443.56-05445.88] 所以政治上很建筑,同样不用特殊去备
[05445.88-05447.32] 你只要能去分就行了
[05447.32-05450.68] 正在上见诺的更加强调的是约束人的行为
[05452.32-05453.76] 约束人的外在行为
[05453.76-05455.72] 当我的内心你就约束不了我
[05455.72-05457.20] 反正呢我就是没有报本
[05457.20-05458.32] 你能把我怎么样啊
[05458.32-05460.28] 你能把我抓起来是不是就行了
[05460.28-05461.48] 你靠随就问主台
[05461.48-05462.64] 这时候把我扣下
[05462.64-05464.48] 你靠我跟老人巧做
[05464.48-05465.80] 跟把那小孩惹的巴拉空
[05465.80-05467.00] 到行政局留在
[05467.00-05468.80] 所以在这里面我们会发现
[05468.80-05471.88] 当一个人只有我们所说的这种
[05471.88-05473.40] 思想上证建筑
[05473.40-05474.76] 去约束她的时候
[05474.76-05476.44] 她没有办法约束她的行为呀
[05476.44-05477.48] 所以在这里面
[05477.48-05478.76] 想约束她的行为
[05478.76-05480.64] 让这个社会运行的更评论怎么办
[05480.64-05482.44] 就靠政治上证建筑
[05482.44-05484.40] 那政治上证建筑是哪些呢
[05484.40-05489.80] 搭住一下包括政治立法司法制度 同样化低越外赴 就是制度
[05489.80-05495.00] 只要有制度 他就具有强制性的规定 但注意这里面有没有经济制度
[05495.00-05498.50] 没有经济制度 搭住一下经济制度属于什么
[05498.50-05503.30] 经济制度属于生产关系 所以有很多人在这里面去背
[05503.30-05507.30] 政治上的进入包括制度制度制度制度制度制度制度制度 然后一出来的人说了
[05507.30-05511.20] 所以我们国家调整共治委主体多么做 制进进共同发展 上了说
[05511.20-05515.88] 然后制度上来给我选了一个上层建筑反正有一件事情处
[05515.88-05517.32] 你这不就错了吗
[05517.32-05519.60] 我们所说的这种制度它是分的
[05519.60-05520.80] 我们这里面的
[05520.80-05524.12] 正是上建筑的制度是指的是政治法律制度
[05524.12-05526.92] 和经济制度1.2关系都没有
[05526.92-05527.52] 没卖了吧
[05527.52-05528.72] 经济制度是上纯关系
[05528.72-05529.88] 这个点一定要去分
[05529.88-05531.72] 这是要用制度来约束我的行为
[05531.72-05533.28] 这是给我加一个加索
[05533.28-05534.76] 就告诉我这么做部队
[05534.76-05536.04] 这已经出发了制度
[05536.04-05537.56] 如果再去再做的话
[05537.56-05538.52] 可能就要重发我了
[05538.52-05540.64] 这个就是我们所说的什么制度
[05540.64-05543.46] 但是如果质顿没有办法约是我这时候应该怎么办
[05544.48-05547.18] 朋友知道如果质顿也没有办法约出我的话
[05547.18-05548.32] 那这种情况之下
[05548.32-05549.60] 帮我抓起来
[05549.60-05550.96] 对吧你放的质顿告诉我说
[05550.96-05553.04] 你质顿在这儿你不听我要反应老实
[05553.04-05554.72] 你又把这些你发我呀
[05554.72-05555.56] 你质顿情况之下
[05555.56-05556.76] 我不仅去跟老人抢住
[05556.76-05558.16] 不仅跟小儿说你妈不要你
[05558.16-05559.64] 我还上那个大街上
[05559.64-05560.64] 我还跟那个年轻人说
[05560.64-05561.36] 我说来
[05561.36-05563.00] 此数是我在此路是我
[05563.00-05564.40] 还要想过此路留下本路彩
[05564.40-05565.72] 我去抢击他
[05565.72-05567.12] 那这种情况之下
[05567.12-05569.76] 你看你的质顿没有办法规发我了吧
[05569.76-05571.24] 那这个时候怎么办 到抓起来
[05571.24-05572.84] 那把我抓起来 怎么办呢
[05572.84-05575.84] 就要配合制度产生一系列的国家机构
[05575.84-05577.32] 同样第二次机构
[05577.32-05580.32] 这国家机构就类似用所说的国家暴力机关
[05580.32-05581.80] 各种各样的团体
[05581.80-05583.32] 比如说公安
[05583.32-05584.48] 比如说法院
[05584.48-05585.36] 检察院
[05585.36-05588.20] 我们所说的军队等等
[05588.20-05590.24] 这些都属于国家暴力机关
[05590.24-05591.76] 它是配合制度使用的
[05591.76-05594.20] 当制度 你也没有办法规发我的时候
[05594.20-05595.88] 那就说没了 我这个人不可理于了
[05595.88-05598.04] 你就把我怎么样 抓起来 一号什么
[05598.04-05600.12] 以後各種國要的政府機構
[05600.12-05601.12] 這裡的政府機構
[05601.12-05603.08] 就是我們常說的政府部門
[05603.08-05603.84] 明白了吧
[05603.84-05604.68] 所以在這裡面
[05604.68-05606.56] 你看它沒有辦法穷進列舉
[05606.56-05607.28] 怎麼辦
[05607.28-05609.08] 去記它的規律
[05609.08-05610.84] 所以思想上升建築
[05610.84-05611.56] 幹嘛呢
[05611.56-05612.68] 約束人的內心
[05612.68-05614.36] 你看它相對來說沒有
[05614.36-05615.08] 外在的
[05615.08-05616.92] 我們所說的這種強制約束力的
[05616.92-05618.76] 多數以思想上升建築
[05618.76-05620.04] 或叫觀念上升建築
[05620.04-05621.76] 當思想上升建築
[05621.76-05623.04] 不足以約束我的時候
[05623.04-05624.92] 你就要給我規定更強硬的制度
[05624.92-05626.48] 當制度沒有約束我的時候
[05626.48-05627.76] 沒有辦法約束我的上升怎麼辦
[05627.76-05630.96] 配合制度 給我相應的一些機關來自財務
[05630.96-05633.32] 那這種情況之下 就是我們所說的什麼
[05633.32-05634.52] 國家暴力機關了
[05634.52-05637.20] 所以在這裡面 你看到什麼政府服務門
[05637.20-05639.40] 看到我們所說的政治制度
[05639.40-05642.20] 比如說人民代表大會制度等等這些系列的
[05642.20-05646.56] 你看到這些 你覺得這種事上從建築上去靠一靠了
[05646.56-05649.12] 那說老師說到這 我還是覺得
[05649.12-05650.44] 有一點點的抽象
[05650.44-05652.40] 這是我四名外就四不明白
[05652.40-05653.84] 生產聯合生產關係
[05653.84-05654.76] 他必要距象
[05654.76-05658.34] 我就知道我干的越多,我专的越多,我生下率水平越高
[05658.34-05659.88] 对吧,这个我不要去想
[05659.88-05662.44] 这个你刚才所提到的这个点
[05662.44-05666.28] 叫做经济基础和上任建筑到底是怎么回事呢?
[05666.28-05667.82] 通能可以去这么理解啊
[05668.32-05669.36] 咱们来看一下
[05669.62-05671.66] 对于这个国家来说,你看
[05671.66-05674.48] 经济基础它属于生产关系的总合吧
[05674.48-05677.80] 而在生产关系当中,我们刚才规定了生产资料所有质
[05677.80-05682.92] 人们之间的地位和相互关系已经产品分配形式,就是东西生产完了怎么分
[05682.92-05685.12] 这些东西一旦被规定出来
[05685.12-05688.96] 其实这个国家运行的基本框架就已经定下来了
[05688.96-05692.08] 这这个国家大概要怎么运行为美些人运行
[05692.08-05693.92] 它是不是已经基本定下来了
[05693.92-05697.84] 所以当这一系列东西构成总和形成经济基础的时候
[05697.84-05701.36] 我们就认为这个经济基础作为国家的股价
[05701.36-05703.36] 就已经完成了
[05703.36-05705.32] 我们就把国家想上成一个人
[05705.32-05708.16] 这个国家现在已经有一些股头价子了
[05708.16-05708.52] 对吧
[05708.52-05709.76] 就差于有股头价子了
[05709.76-05711.72] 这开始咖啡咖啡头价子都有了
[05711.72-05713.48] 它是不是已经出去人形了
[05713.48-05714.60] 但是我们也知道
[05714.60-05715.92] 光有一个骨头架子
[05715.92-05716.84] 这个人在外面
[05716.84-05718.12] 它都能不能走得很远
[05718.12-05719.20] 只能不能走很远
[05719.20-05720.04] 瞎都瞎死了
[05720.04-05721.32] 你看到谁一个骨头架
[05721.32-05722.08] 在外面干嘛
[05722.08-05723.32] 在那儿到处理由的
[05723.32-05724.64] 那只能没有见过这种的
[05724.64-05725.20] 对吧
[05725.20-05726.04] 所以在这里面
[05726.04-05727.60] 光有一个运行的骨架
[05727.60-05728.48] 还是不行的
[05728.48-05729.80] 这时候应该杂诚了
[05729.80-05732.44] 这个时候就要有一些血肉和精录
[05732.44-05733.80] 来保护这个骨架
[05733.80-05735.56] 这个血肉和精录
[05735.56-05736.40] 就是什么
[05736.40-05737.84] 这个血肉精录
[05737.84-05739.68] 就是我们所说的上层建筑
[05739.68-05741.36] 它是用来保护
[05741.36-05742.84] 这个运行的机梨股价的
[05742.84-05745.40] 如果你只有一个干妈的价子在外面走
[05745.40-05747.16] 没走两部风一吹就散了
[05747.16-05749.64] 所以你要给自己搞一些血肉和精落
[05749.64-05751.20] 给自己全副武装起来
[05751.20-05752.96] 给这个国家全副武装起来
[05752.96-05754.48] 到这个国家戴上头亏
[05754.48-05755.32] 戴上头亏
[05756.16-05757.16] 戴上头亏
[05757.44-05759.04] 那这个时候这个国家
[05759.04-05760.60] 是不是才是一个完整的国家
[05760.60-05762.32] 所以在这里面我们就把经济基础
[05762.32-05764.36] 想成这个国家的股价
[05764.36-05767.72] 而上层建筑就是这个国家的血肉和精落
[05767.72-05770.56] 那你要对这个国家的股价
[05770.56-05771.78] 那进行保护的话
[05772.28-05774.28] 那你怎么保护 先理后边吗
[05775.72-05777.36] 对吧 先理后边
[05777.36-05779.52] 那先理在这个方强调的是啥
[05779.52-05781.32] 先理在这个强调的是
[05781.32-05783.44] 我约束你的内心后边
[05783.44-05785.16] 你内心不听不听不听不听说
[05785.16-05786.28] 那我就约束你的行为
[05786.28-05787.40] 你怎么约束的行为
[05787.88-05788.92] 政治上的建筑
[05788.92-05790.28] 内心思想上的建筑
[05790.28-05791.16] 他就是这样的
[05791.16-05793.92] 但是无论是约束的内心还是约束的行为
[05793.92-05795.52] 在这个地方他只有一个目的
[05795.52-05797.32] 就是维护这个国家
[05797.32-05799.00] 他的一个政权基础
[05799.00-05803.72] 所以在这里面出现了一句话叫做国家政权是上层建筑的什么
[05803.72-05806.12] 核心我搞了这么多
[05806.12-05809.08] 我就是为了保证这个国家的基本运行的
[05809.08-05811.04] 所以在这里面大家要注意一下
[05811.04-05815.32] 所以上层建筑的核心是国家政权是国家政权
[05815.32-05817.36] 这个就是我们所说的
[05817.36-05820.44] 叫做社会历史他发展的进了维绿
[05820.44-05822.96] 也是社会基本矛盾运动当中的第二个
[05822.96-05825.32] 叫建筑基础的上层建筑
[05825.32-05827.88] 他们之间的关系通钱在这不多说了
[05827.88-05830.88] 经济基础绝定上层建筑
[05830.88-05833.38] 上层建筑反作于经济基础
[05833.38-05835.92] 他也没有我们所说的正确错误之分
[05835.92-05837.76] 这有适合和不适合
[05837.76-05841.76] 这是我们所说的经济基础和上层建筑的内容
[05841.76-05844.00] 好,咱们来做级到提
[05844.00-05847.96] 咱们说了那么多,看一下同一们的概то到底一个点
[05847.96-05850.28] 咱们先来看一下在这里
[05850.28-05851.80] 它说了,它生产链和圣案
[05851.80-05854.24] 关键,经济基础和上层建筑之间的矛盾
[05854.24-05855.52] 这个社会基本矛盾
[05855.52-05858.86] 所以已经不再是社会主义社会的基本矛盾了
[05858.86-05861.12] 我说他之所以是基本矛盾
[05861.12-05865.02] 就因为他放在任何一个社会都有的
[05865.02-05868.42] 所以在这里无论是原始社会努力社会
[05868.42-05870.32] 资本主义社会社会主义社会
[05870.32-05872.12] 整个社会的基本矛盾
[05872.12-05874.82] 他都是生产力有生量关系
[05874.82-05876.42] 经济说合上纷建筑
[05876.42-05878.52] 所以他这么说只能做错了
[05878.52-05880.72] 所以在这里第一题说法错误
[05880.72-05882.22] 第二题来看一下
[05882.22-05888.06] 还是这两个矛盾说是风见社会的基本矛盾对不对
[05889.06-05891.74] 指定对方在任何一个社会都一样
[05891.74-05893.74] 所以第二听说法是啊正确的
[05893.74-05894.58] 第三听
[05894.58-05896.58] 还是这样的矛盾来看一下
[05896.58-05899.14] 说是中国社会的主要矛盾
[05899.14-05902.18] 我们说这两个矛盾是7本矛盾
[05902.18-05905.30] 矛盾是特定17的内奈了
[05905.30-05907.58] 所以这里的第三听说法
[05907.58-05911.16] 所以我们所说的这一道题
[05911.16-05915.26] 那马整个社会基本毛泪运动快速收理一下
[05915.76-05916.98] 回顾一下它的考点
[05916.98-05921.40] 首先第一个我们说了社会运行的基本维绘其实就是社会基本毛泪运动
[05921.40-05922.70] 于是我们去区分了
[05922.70-05925.34] 社会基本毛泪运动已经社会主要毛泪
[05925.34-05926.58] 能够区分就可以
[05926.58-05928.32] 这个点是一个一星几个点
[05928.58-05931.64] 第二个我们要知道社会基本毛泪运动
[05931.64-05932.98] 它有两个运动
[05932.98-05934.46] 一个是商场立合商的关系
[05934.46-05936.50] 一个是经济处和上层建筑
[05936.50-05941.36] 生产力,我们要知道,他包括那些有实体要素,非实体要素,
[05941.36-05946.74] 这里面的所有的点都是实际性的考虑,大家要注意一下,有请要注意一下这里的,
[05947.00-05955.58] 非实体要素当中可以技术,他代表的不是一般生产力,而是先进生产力,第二个,他是副主性要素,不能直接转害生产力,
[05955.58-05959.72] 我空口白眼跟你说的技术,你不把他一副在具体的事务上,
[05959.72-05964.62] 我这个技术能不能发个作用都不知道,那要是光靠嘴说,那我也能腿了,
[05964.62-05968.34] 对吧,所以在这里,我们可以记得发挥作用转发成生产力
[05968.34-05971.42] 它必须衣服在其他的要素之上
[05971.42-05973.70] 所以在这里,大家要知道这生产力
[05973.70-05975.38] 第二个呢,就生产关系
[05975.38-05979.54] 算关系呢,大家注意一下考理解和实际形的题目
[05979.54-05982.82] 要知道生产关系有哪些一共有三个
[05982.82-05985.46] 那知道这三个生产关系当中最重要的是
[05985.46-05987.46] 这一个生产资料,所以这形式
[05987.46-05989.34] 它叫战统之地位的生产关系
[05989.34-05991.54] 去和社会制度的组啊,标志
[05991.54-05994.42] 而我们在这考试的时候除了考背宋之外
[05994.42-05996.14] 还会考一个理解性的题目
[05996.14-05997.94] 这个理解题目就是出现了
[05997.94-05999.10] 描述什么呢
[05999.10-06002.38] 描述基本经济制度描述修权的时候
[06002.38-06004.22] 这里面也出现了制度
[06004.22-06006.14] 但是只要提到经济制度
[06006.14-06007.66] 就是和生产关系有关
[06007.66-06009.18] 而不和上层的建制有关
[06009.18-06011.02] 这两个点特别容易混小
[06011.02-06012.02] 那这是在这
[06012.02-06013.10] 生产力和上的关系
[06013.10-06014.90] 那建议的上层建筑呢
[06015.94-06018.54] 上层建筑才是一个重点
[06018.54-06019.62] 上的建筑当中
[06019.62-06022.18] 关键上的建立文学正常建立文学
[06022.18-06023.62] 这个地方也是要的
[06023.62-06025.42] 靠实际和理解形的题目
[06025.42-06028.06] 大家一定要能够去给它去分清楚
[06028.06-06030.38] 这是社会机门某论运动
[06030.38-06032.02] 它可以说是整体
[06032.02-06034.62] 相对来说最难的一个点了
[06034.62-06035.70] 大家要注意一下
[06035.70-06037.02] 这是在这
[06037.02-06038.98] 从生产力身上关系
[06038.98-06040.50] 建立记住上层建筑
[06040.50-06042.34] 它们之间的运行来看
[06042.34-06045.06] 我们其实找到了社会根跌到
[06045.06-06046.46] 最维根源的力量
[06046.46-06048.14] 就是在于生产力
[06048.14-06053.44] 但整个社会的发展不单单只应该有生产力和摄像关系经济所上次见住
[06053.44-06055.94] 这两段矛盾作为根本动力
[06055.94-06059.64] 社会的发展它是由无数的动力所推动的
[06059.64-06063.44] 我们把动力称着为叫做动力系统
[06063.44-06066.94] 而在动力系统当中就会出现我们所说的
[06066.94-06070.34] 有一个非常重要的角色就是人民群众员
[06070.34-06072.94] 人,这个点是一个非常简单的点
[06072.94-06076.66] 我们首先来看一下在内容当中我们要强调
[06076.66-06077.94] 人民群众员
[06077.94-06084.34] 人,那我们先来看一下群体给你啊,就叫做人民群重,这个点是一个两星集的知识点
[06085.62-06087.42] 当然他考理一些形的题目啊
[06087.66-06093.30] 人民群重是社会历史的创造者,实力使得主体啊,大家注意一下,我告诉大家怎么考啊
[06093.82-06097.90] 这个地方是所有知识里面,现在你最高的一个点,考得非常简单
[06098.18-06100.98] 大家注意想你只要看到在提案当中,强调人民
[06103.02-06107.90] 比如说国家的所有政策,把人民放在中心啊,叫坚持人民与中心
[06107.94-06109.82] 堅持引人民为核心
[06109.82-06110.82] 或者我们又说了
[06110.82-06112.06] 我们搞什么什么样的东西
[06112.06-06113.82] 是为了解决民生问题
[06113.82-06114.74] 反正就在这里
[06114.74-06116.58] 强调人民很扭
[06116.58-06117.74] 人民很重要
[06117.74-06119.90] 什么我们要进行感考虑的人民
[06119.90-06121.74] 人民做出句而人越决人
[06121.74-06122.98] 反正你别管他怎么说
[06122.98-06124.26] 他只要强调大多数
[06124.26-06125.22] 强调人民群重
[06125.22-06126.70] 这里面的任何一句话
[06126.70-06127.46] 你都可以选
[06127.46-06127.66] 这任何一句话
[06127.66-06128.42] 任何一句话
[06128.42-06129.42] 这任何一句话
[06129.42-06130.62] 是历史的创造者
[06130.62-06132.02] 是社会变革的
[06132.02-06132.86] 决定力量
[06132.86-06134.50] 这三句话当中的
[06134.50-06135.42] 任何一句话
[06135.42-06136.62] 你都可以选
[06136.62-06137.90] 什么物质财务创造者
[06137.94-06138.96] 就是才不操造者
[06138.96-06141.78] 你只要看到他在強調人民自身
[06141.78-06143.58] 那麼這幾句話
[06143.58-06145.62] 哪一句都可以選
[06145.62-06147.92] 這個點是非常非常簡單一點
[06147.92-06149.34] 他目前在考的時候
[06149.34-06151.26] 沒有考出特別難的地方
[06151.26-06153.04] 就是一直強調人民群眾
[06153.04-06153.80] 怎麼要呢
[06153.80-06154.84] 你這有時候你就看
[06154.84-06155.60] 那一話
[06155.60-06157.64] 你熟悉他是主體是操造者
[06157.64-06158.42] 操造了啥呢
[06158.42-06160.08] 操造了物質財富的經濟財富
[06160.08-06162.02] 它還是社會變革的決定力量
[06162.02-06163.02] 那這個時候
[06163.02-06164.30] 那兩句話都OK
[06164.30-06166.10] 那這個時候我們所說的什麼
[06166.10-06167.38] 人民群眾
[06167.38-06168.78] 这个时候我们所说人民群众
[06168.78-06171.06] 但人民群众是一个群体概念
[06171.06-06173.38] 它其实本身在着是社会上的什么
[06173.38-06174.30] 大多数
[06174.30-06176.50] 这个就是我们所说的人民群众
[06176.50-06178.38] 但是在这里面大家也知道
[06178.38-06181.94] 人民群众是由武术个人民够成的
[06181.94-06183.38] 武术个不能说人民
[06183.38-06185.94] 应该是由武术个人来够成的
[06185.94-06188.74] 我们从人民群众往下去看
